Tweet,Date
लकडाउनमा तरकारी बजार (फोटो फिचर) https://t.co/NlVdhQRGfI,Mar 27 2020 
पर्यटकको उद्धार मजदुर बिचल्लीमा https://t.co/ncfHtzOb5O,Mar 27 2020 
धनगढीमा भेटिए कोरोना संक्रमणका चौथो विरामी https://t.co/tCt2PAB3vN,Mar 27 2020 
धनगढीमा कोरोना संक्रमणका विरामी भेटिएका छन्। स्वास्थ्य मन्त्रालयका प्रवक्ता विकास देवकोटाका अनुसार उनको सेति अस्पतालमा उपचार भइरहेको छ। यो नेपालमा भेटिएको चौथो केस हो। #coronavirus,Mar 27 2020 
स्वास्थ्य मन्त्रालयको पत्रकार सम्मेलन सरकार भन्छ : कोरोना संक्रमण फैलावटको अवस्था नियन्त्रणमै छ https://t.co/SRGXBAWB0Q,Mar 27 2020 
गाउँमा झन् त्रास विदेशबाट फर्केका क्वारेन्टाइनमा बसेनन् https://t.co/1t2Ui9GUiD,Mar 27 2020 
लकडाउनको चौंथो दिन भक्तपुरको अवस्था (फोटोफिचर) https://t.co/aepGEairHd,Mar 27 2020 
विद्युतका ३८ लाख ग्राहकलाई महसुलमा २० प्रतिशत छुट https://t.co/IS4A6Bm4sl,Mar 27 2020 
कोभिड–१९ : सचेतनामा अहोरात्र खट्दै जनप्रतिनिधि https://t.co/CbyrZP3BQZ,Mar 27 2020 
बेलायती प्रधानमन्त्री बोरिस जोन्सनलाई कोरोना संक्रमण https://t.co/kK74t324c9,Mar 27 2020 
नुवाकोटका डोटेलको युएईमा शंकास्पद मृत्यु https://t.co/Ne9BzQ0zo1,Mar 27 2020 
रसुवामा एक घर एक साबुन वितरण https://t.co/bkmOZbkkfD,Mar 27 2020 
ताप्लेजुङमा १ सय ५ शैयाको क्वारेन्टाइन र १४ शैयाको आइसोलेन कक्ष https://t.co/tjWYeZMdH2,Mar 27 2020 
राहत प्याकेज घोषणा गर्न कांग्रेसको आग्रह https://t.co/APG9Dtx1JV,Mar 27 2020 
कोरोना कोषमा धादिङका सांसदहरुको एक महिनाको तलब https://t.co/ZAanmdedpp,Mar 27 2020 
फुर्सदमा हेर्नुस् १० नेपाली सिनेमा https://t.co/ojY9b6A9Ne,Mar 27 2020 
फुङ्लिङमा दैनिक उपभोग्य बस्तुको माैज्दात सूची तयार https://t.co/ruoW1f8zsz,Mar 27 2020 
कोरोना विरुद्ध सँगै लड्न अमेरिकी राष्ट्रतिलाई चिनियाँ राष्ट्रपतिको आग्रह https://t.co/Ay8YGtCTjD,Mar 27 2020 
स्वास्थ्यकर्मीका लागि पचास लाखको बीमा गरिदिन माग https://t.co/RH62M6RVFm,Mar 27 2020 
दुई देशको ‘लकडाउन’ले छेकेन लागुऔषध सेवनकर्तालाई https://t.co/OOYiAVX1Xj,Mar 27 2020 
अब आधा भरेको ग्यास सिलिन्डर बजारमा https://t.co/M5M9Gy0cJX,Mar 27 2020 
अर्घाखाँचीमा १६ जना क्वारेन्टाइनमा https://t.co/zDx1Dz0FqT,Mar 27 2020 
आकस्मिक कोषमा कर्मचारीले दिए तीन दिनको तलब https://t.co/vzY5lYhVDJ,Mar 27 2020 
कोरोना रोकथामका लागि गाउँपालिकामा बजेट रकमान्तर https://t.co/L0OPSLFs8t,Mar 27 2020 
कपिलवस्तुमा १३ वर्षिया बालिका छिमेकी युवाबाटै बलात्कृत https://t.co/vw8bDsZjjN,Mar 27 2020 
चीनले अनुदानमा दिएको मेडिक किट भोली आइपुग्ने https://t.co/ErbkPVke1x,Mar 27 2020 
कोरोना कहर : गाउँगाउँमा गाउँले नियम ! https://t.co/jhh2xCjr35,Mar 27 2020 
पाँचथरमा दुई जनालाई आइसोलेसनमा राखियाे https://t.co/qkD9xOW2VP,Mar 27 2020 
डोल्पाका स्वास्थ्यकर्मीले बनाए पीपीई https://t.co/tL6YXwzKwX,Mar 27 2020 
पोखरीमा डुबेर दाजुभाईको मृत्यु https://t.co/XQMkVGHpGJ,Mar 27 2020 
घरबाहिर निस्कन निषेध गर्न कांग्रेसको आग्रह https://t.co/Lz4GTvmZBt,Mar 27 2020 
‘लकडाउन’को मर्मलाई पालना गर्न युवा संघको आग्रह https://t.co/meAUx8r1QE,Mar 27 2020 
अवस्था बुझ्न राज्यमन्त्री मानन्धर सडकमा https://t.co/YmOfQqpHnt,Mar 27 2020 
नदीमा बगेर एक युवक बेपत्ता https://t.co/iUWhXaaIwt,Mar 27 2020 
तेत्तीस लाख अमेरिकीद्वारा बेरोजगारी भत्ताको दाबी https://t.co/EvOvsvOPkp,Mar 27 2020 
लुकीछिपी प्रवेश गर्नेहरु धमाधम पक्राउ पर्दै https://t.co/wvkmcgfzRA,Mar 27 2020 
१७ शैयाको आइसोलेसन सञ्चालनमा स्वास्थ्यकर्मी र सामग्री अभाव https://t.co/1L5dOJQSJU,Mar 27 2020 
विदेशबाट फर्केकालाई इमान्दारीसाथ क्वारेन्टाइनमा बस्न आग्रह https://t.co/2CRw8sNU0u,Mar 27 2020 
पारदर्शिता पहिलो सर्त https://t.co/3pnaB6OtYB,Mar 27 2020 
लक डाउन : चीनको अनुभव https://t.co/PjbVf8DCaR,Mar 27 2020 
इटलीमा कसरी भइरहेको छ अन्तिम संस्कार ? https://t.co/3l25SnEFIs,Mar 27 2020 
जर्मनले आफ्ना नागरिक लैजान जहाज पठायो https://t.co/HD6OOPC99f,Mar 27 2020 
रसुवामा २ सय ११ शैयाको क्वारेन्टाइन र ५५ शैयाको ‘आसोलेसन’ सञ्चालन https://t.co/ODPAYrbogM,Mar 27 2020 
बस दुर्घटनामा सहचालकको मृत्यु https://t.co/xGox1RftZZ,Mar 27 2020 
ईट्टाभट्टाबाट फर्केका एक जनालाई आईसोलेसनमा राखियो https://t.co/Avv0lq6CEG,Mar 27 2020 
नुवाकोटमा खाद्यान्न पर्याप्त https://t.co/z7ArQBZfed,Mar 27 2020 
काँग्रेस महासमिति सदस्य लामाको निधन https://t.co/rlt8O8FjSV,Mar 27 2020 
प्रधानमन्त्री ओली अस्पताल भर्ना https://t.co/VuuQzR792a,Mar 27 2020 
प्रदेश १ : कोरोना त्रास नमुना परीक्षण सुस्त https://t.co/PTRFpYfgrO,Mar 27 2020 
साकिराको कम्पनीले स्यानिटाइजर बनाउँदै https://t.co/jrJGfu9sUl,Mar 27 2020 
बेलैमा नमुना परीक्षण नहुँदा बिरामीको रोग पहिचान र थप उपचारमा बाधा पुगेको छ। https://t.co/nS97FRVvYI,Mar 27 2020 
कोरोना त्रास चिकित्सकलाई पिपिई अभाव https://t.co/52BRQRtju9,Mar 27 2020 
ढिलो रिपोर्टले उपचारमै असर https://t.co/uOzP8MMa2Y,Mar 27 2020 
चीनबाट स्वास्थ्य सामग्री आइतबारसम्म आइपुग्ने https://t.co/6ZM5Vdjjbn,Mar 27 2020 
दैनिक उपभोग्य सामान किन्न यस्तो लक्ष्मण रेखा (फोटो फिचर) https://t.co/PWmBOcUKPa,Mar 26 2020 
सात सय भन्दा बढीको कोरोना परीक्षण https://t.co/ZhGfh8FKr3,Mar 26 2020 
आपतकालिन रणनीति बनाउन सुझाव https://t.co/Xm25BLVazv,Mar 26 2020 
सरकार कोरोना भाईरसबाट संक्रमितको उपचार आपूर्ति र शान्ति सुरक्षामा केन्द्रीत : मन्त्री पोखरेल https://t.co/5HWSD7qER9,Mar 26 2020 
ज्यालादारी गर्नेहरुलाई दश किलो चामल र दुई किलो दाल घरमै पुर्‍याइने https://t.co/21H8xqyFbt,Mar 26 2020 
लुक्लाबाट पर्यटक काठमाडौं ल्याइयो https://t.co/h3eqQOxh8F,Mar 26 2020 
रोकिएका पर्यटकको मुस्ताङ र पोखराबाट उद्धार https://t.co/ht1eFkHheI,Mar 26 2020 
विदेशबाट आएकालाई अनुहार हेरेर औषधि https://t.co/6iZPAAnu11,Mar 26 2020 
स्वास्थ्यकर्मीले माइकिङ गर्छन्  वडाध्यक्षले मोटरसाइकल चलाउछन् https://t.co/HxwzkiS7TC,Mar 26 2020 
स्वास्थ्यकर्मीले माइकिङ गर्छन्  वडाध्यक्षले मोटरसाइकल चलाउछन् https://t.co/wvXMUdNUvf,Mar 26 2020 
लुक्लाबाट पर्यटक काठमाडौं ल्याइयो https://t.co/Xu7yM1VcMj,Mar 26 2020 
११ वर्षिय बालक आइसोलेसनमा https://t.co/JAlF0k4hJZ,Mar 26 2020 
भारतबाट जुम्ला भित्रिएका ३१ जना क्वारेन्टाइनमा https://t.co/CtJa3mR5zt,Mar 26 2020 
पीपीईबिनै स्वास्थ्य जाँचमा स्वास्थ्यकर्मी https://t.co/s4Dp0jgGV1,Mar 26 2020 
रामेछापको स्थानीय तहमा आइसोलेसन कक्ष तयार हुँदै https://t.co/hBlisubP3c,Mar 26 2020 
सरकारले लकडाउनका बेला खाना पकाउने एलपी ग्यासको सम्भावित अभावलाई मध्यनजर गर्दै विद्युतीय चुल्हो (इन्डक्सन) बाट खाना पकाउँदा विद्युत महसुलमा छुट दिने भएको छ। https://t.co/Ul7nsR0D4K,Mar 26 2020 
तेह्रथुममा २९ जना होम क्वारेन्टाइनमा https://t.co/sCHAex52IO,Mar 26 2020 
घरमै पुगेर मास्क र साबुन वितरण गर्दै युवा https://t.co/9W35YJVGUS,Mar 26 2020 
कतार एयरबाट आएका २ जना सम्पर्कमा एक जनाको खोजी https://t.co/OOm2mHndpm,Mar 26 2020 
१४ दिन क्वारेन्टाइन राखिने https://t.co/NaVRaS8uP5,Mar 26 2020 
व्यक्तिगत पहलमा सुरक्षा सामग्री बनाएर स्थानीय सरकारलाई हस्तान्तरण https://t.co/Vpb3N0gsw9,Mar 26 2020 
सिन्धुलीको दुधौलीमा हात्तिको आक्रमणबाट दुई घाइते https://t.co/JOCYGfBFX7,Mar 26 2020 
भारतबाट आएकालाई क्वारेन्टाइनमा राख्दा स्वास्थ्यकर्मी कुटिए https://t.co/TyjQpkc2Yz,Mar 26 2020 
दैलेखमा १० जनामा ज्वरो देखियाे https://t.co/zu39AIPGKs,Mar 26 2020 
मनकारी व्यावसायी : रोकिएका विदेशीलाई निःशूल्क खाना https://t.co/jvDEK1XZPJ,Mar 26 2020 
माछा मार्ने क्रममा करेन्ट लागेर युवकको मृत्यु https://t.co/3vQvbVveUt,Mar 26 2020 
विदेशबाट फर्किएका युवा खोज्दै नगरपालिका https://t.co/ekiSSz3aKd,Mar 26 2020 
रौतहटमा करिब पाँच सय बेड तयारीको अवस्थामा https://t.co/5QJOvyfLb4,Mar 26 2020 
उदयपुरका बेलकामा २० र चौदण्डीगढीमा २९ बेडका क्वारेन्टाइन https://t.co/abM9iBVmsf,Mar 26 2020 
प्रदेश २ सरकारद्वारा २५ करोड कोष र तीन वटा ल्याव स्थापना गर्ने निर्णय https://t.co/3jJiItLR9E,Mar 26 2020 
संक्रमित किशोरीसँगै आएका रुपन्देहीका ३ जनालाई क्वारेन्टाइनमा राख्न बेवास्ता https://t.co/0T1hMNgXjE,Mar 26 2020 
अन्यत्रबाट जाजरकोट आएका ४९ जना सैनिक ब्यारेकभित्रको क्वारेन्टाइनमा https://t.co/VCI1HKzjSf,Mar 26 2020 
मुस्ताङमा रहेका पर्यटकलाई पोखरा ल्याइदै https://t.co/GM2UCX8V30,Mar 26 2020 
संकटको समय मानवीय धर्म https://t.co/LhdCwAyKPK,Mar 26 2020 
संक्रमित युवतीसँगै आएका ताप्लेजुङका चार जना क्वारेन्टाइनमा https://t.co/kRYstxXNAD,Mar 26 2020 
ताप्लेजुङमा पत्रपत्रिकाको प्रकाशन बन्द https://t.co/PM79dyu2r6,Mar 26 2020 
भारतबाट आएका थप ६ जनालाई कटारी क्वारेन्टाईनमा राखियो https://t.co/nHl76kONAD,Mar 26 2020 
लकडाउनको अवधिमा अपराधिक घटना हुनेतर्फ सचेत रहन आग्रह https://t.co/PJtQc9lXFE,Mar 26 2020 
श्रमिकहरूका लागि विशेष प्याकेजको घोषणा गर्न आग्रह https://t.co/lvmaaiSk7Q,Mar 26 2020 
दिल्लीदेखि नेपालको सीमासम्मको दूरी मात्रै करिब ७ सय किलोमिटर छ। https://t.co/BTLeyJVcmI,Mar 26 2020 
संसारभर कोरोना भाइरस संक्रमण फैलिरहेको अवस्थामा चीन बन्द रहेका फिल्म हल खुल्ने भएका छन्। https://t.co/rcU6c45saM,Mar 26 2020 
संक्रमित युवतीसँगै कतारबाट फर्किएका खोटाङका दुई जना क्वारेन्टाइनमा https://t.co/5T6ByRur3i,Mar 26 2020 
पर्यटक लिन बुद्ध एयरको विमान पोखरा जाँदै https://t.co/WcbhwFxo5i,Mar 26 2020 
खोटाङका विभिन्न २० स्थानमा हेल्थ डेस्क https://t.co/LJQXw1Bl7i,Mar 26 2020 
खोटाङकाे दिप्रुङमा ४० र चिसापानीमा २० शैयाको क्वारेन्टाइन https://t.co/vs3QAw0QS4,Mar 26 2020 
डर के हो र किन आवश्यक छ ? https://t.co/EXco5yL7SK,Mar 26 2020 
कोरोना संक्रमित महिलासँगै विमानमा आएकालाई क्वारेन्टाइन पठाइयो https://t.co/WM2kuvuHf3,Mar 26 2020 
रनआउट तस्बिरमार्फत अश्विनको सन्देश https://t.co/E6f5drbMmZ,Mar 26 2020 
माल्दिनी निको हुन एक हप्ता लाग्ने https://t.co/X8MUE5uA8h,Mar 26 2020 
घरैमा सामान्य अभ्यास गर्दै खेलाडी https://t.co/JM4LzPQtKZ,Mar 26 2020 
चिनियाँ ‘चिकित्सक सेना’को त्यो लडाइँ https://t.co/XrxfBBS3gH,Mar 26 2020 
खाद्यान्न व्यवस्थापन https://t.co/eAiG5KXl2c,Mar 26 2020 
रोजगारीमा रहेका नेपालीबारे भिडियो कन्फरेन्सबाट जानकारी https://t.co/U8kOypgzpY,Mar 26 2020 
काठमाडौंमा छर्कन थालियो कीटनाशक औषधि (फोटो फिचर) https://t.co/Toqfa8hPFH,Mar 26 2020 
प्रदेश तहमा प्रयोगशाला परीक्षण नहुँदा सकस https://t.co/bimigW367t,Mar 26 2020 
पिपीइ ड्रेस लगाएका चालकसहित झापामा छ एम्बुलेन्स तयारी अवस्थामा https://t.co/w903lXAIFB,Mar 26 2020 
विदेशी नागरिकलाई स्वदेश फर्कन सहजिकरण गरिने https://t.co/p7EjNAznMe,Mar 26 2020 
बिहान १० देखि १२ बजे सम्म मात्र पास उपलब्ध गराउने https://t.co/MvsAKR8xHq,Mar 26 2020 
दुई साता यता विदेशबाट आएकाहरुको तथ्यांक संकलन गरिदै https://t.co/bIYqAYcreT,Mar 26 2020 
बजार सुनसान गाउँतिर कामको चटारो https://t.co/Vi8jAA0qi8,Mar 26 2020 
खोइ किटनाशक धुलो र पाउडर छर्किएको ? https://t.co/T7h0RvePQ8,Mar 26 2020 
शीर्ष नेताहरूको आह्वान घरभित्रै बसेर कोरोना भगाऔं https://t.co/j2kOyxxjYR,Mar 26 2020 
सावा ब्याज असुली चैत्र मसान्तसम्म स्थगन https://t.co/tALzHTmlLa,Mar 25 2020 
रौतहटको विभिन्न क्वारेन्टाइनमा बीसजना https://t.co/kUQ8LBgicg,Mar 25 2020 
काठमाडौँ महानगरपालिकाले छर्किन थाल्यो कीटनासक औषधी https://t.co/MLxDHESGJy,Mar 25 2020 
रसुवागढी र तातोपानी नाकाबाट समान ल्याइने खाद्यबस्तु होम डेलिभरी मिलाइने https://t.co/Z5hMU6jEGh,Mar 25 2020 
यस्ता छन् उच्चस्तरीय कोरोना समन्वय समितका १२ निर्णय https://t.co/5cU3ViDdTH,Mar 25 2020 
बेलायती युवराज चार्ल्सलाई कोरोना संक्रमण https://t.co/otqHuZqFFt,Mar 25 2020 
लकडाउनको दोस्रो दिन काठमाडौंको अवस्था (फोटोफिचर) https://t.co/z6yRm4idYc,Mar 25 2020 
नेपालगन्जबाट भागेर जाजरकोट आएका दर्जन बढीलाई सेल्फ क्वारेन्टाइनमा राखियो https://t.co/OslcIHu1Wv,Mar 25 2020 
लकडाउनको दोस्रो दिन : सुनसान काठमाडौं (फोटो फिचर) https://t.co/zFoKjSG0Qh,Mar 25 2020 
संयुक्तराज्य अमेरिकामा कोरोना संक्रमण नयाँ उचाईमा भारतमा लकडाउन https://t.co/8Plr480ASv,Mar 25 2020 
कोरोना संक्रमित किशोरीसँगै नेपाल आएका चारै जनाको पहिचान https://t.co/vGurIJLWTx,Mar 25 2020 
नाका बन्द गर्ने निर्णयविरुद्ध परेको रिटमा अन्तरिम आदेश अस्वीकार https://t.co/ZHGxPISqZJ,Mar 25 2020 
मानसिक चिन्ता होइन आत्मबल बढाउँ https://t.co/rER8tlhKyA,Mar 25 2020 
इरानबाट २७७ जना भारतीयको उद्धार https://t.co/4vV4IvwNHC,Mar 25 2020 
भारतबाट आएका २१ जनालाई कटारी क्वारेन्टाइनमा राखिने https://t.co/MsUlE3qVMh,Mar 25 2020 
कारोना त्रास : प्रदेश २ मा नाममात्रको तयारी https://t.co/LGEM6OI4Rj,Mar 25 2020 
अनावश्यक फोनले चिकित्सकलाई हैरानी https://t.co/OI4VjfZ0h8,Mar 25 2020 
सौराहाका होटल क्वारेन्टाइनलाई दिइने https://t.co/cl7K2k8Vpt,Mar 25 2020 
सिन्धुलीमा ३९ बेडको क्वारेन्टाइन तयार https://t.co/gBDQLIMdGw,Mar 25 2020 
क्वारेन्टाइनका लागि मदन भण्डारी आँखा अस्पताल भवन तयार https://t.co/nqOe9rh2rr,Mar 25 2020 
संक्रमण नफैलियोस भन्दै नगरपालिकाद्वारा पूजा र बलि https://t.co/COjfwTNZWy,Mar 25 2020 
कन्टेनरमा लुकी आउँदै गरेका ५२ जना नियन्त्रणमा https://t.co/NDJGUp2iyP,Mar 25 2020 
आइसोलेसनमा उपचाररत विरामीमा कोरोना नेगेटिभ https://t.co/JQx2Umdp8N,Mar 25 2020 
भैरहवामा कोरोना उपचार केन्द्र र ल्याब बन्ने https://t.co/KLJy43N0RI,Mar 25 2020 
कतार एयरवेजबाट आएका पाँच जना क्वारेन्टाइनमा https://t.co/0KmJZisEHB,Mar 25 2020 
कतार एयरवेजबाट आएका पाँच जना क्वारेन्टाइनमा https://t.co/I0axOlp9KC,Mar 25 2020 
प्रदेश तहमा परीक्षणको टुंगो छैन त्रासमा नागरिक https://t.co/ubjNNVKDXP,Mar 25 2020 
संक्रमित युवतीसँगै यात्रा गरेका सम्भावित २ जनाको ताप्लेजुङमा खोजी https://t.co/d7iQGPPJpu,Mar 25 2020 
संक्रमित युवतीसँगै यात्रा गरेका सम्भावित २ जनाको ताप्लेजुङमा खोजी https://t.co/xZUVyWrI8m,Mar 25 2020 
संक्रमित युवतीसँग नेपाल आएका चार जनाको सुनसरीमा खोजी https://t.co/Xxn4gbI3Rb,Mar 25 2020 
दुई सातायता विदेशबाट आएकाहरुको तथ्यांक संकलन गरिदै https://t.co/bUmjCfyuhc,Mar 25 2020 
भैरहवामा लकडाउन थप प्रभावकारी https://t.co/hyrkh5II0s,Mar 25 2020 
फेरी एक जनामा देखियो कोरोना https://t.co/51S1cvP6Mw,Mar 25 2020 
फेरी एक जनामा देखियो कोरोना https://t.co/FdHHoHWYEN,Mar 25 2020 
चिकित्सकसँग कोरोनाबारे टेलिफोनबाटै परामर्श लिन सकिने (फोन नम्बर सहित) https://t.co/22HfvLEjlN,Mar 25 2020 
लकडाउनमा सुनसान रौतहट (फोटो फिचर) https://t.co/V6mFwVIWgO,Mar 25 2020 
काभ्रेमा लकडाउनको अटेरी गर्ने एक पक्राउ https://t.co/0XQ1GIc91u,Mar 25 2020 
नेपथ्यका कार्यक्रम स्थगित https://t.co/mK1Zh7PMkF,Mar 25 2020 
युरोपा र च्याम्पियन्स लिगको फाइनल सार्ने https://t.co/h96nOndmQy,Mar 25 2020 
