Tweet,Date
कतार एयरवेजले गर्‌याे युरोपेली नागरिकको उद्धार उडान https://t.co/NhO0YwKQaC https://t.co/RLp04Jke6m,Mar 28 2020 
कोरोनाभाइरसले पर्दाफास गरेको राजनीतिको शक्ति https://t.co/bLnJ87oArz चर्चित पुस्तक 'हाउ डेमोक्रेसी इन्ड्स' का लेखक तथा क्याम्रबीज विश्वविद्यालयका प्राध्यापक डेविड रुनसीमानको विचार। https://t.co/D4o0go3Spo,Mar 28 2020 
चीनमा नेपाली व्यापारीहरुले किनेर तयार पारेका स्वास्थ्य उपकरण र परीक्षण किट लिन नेपाल वायुसेवा निगमको विमान ग्वान्झाओका लागि उडेकाे छ । https://t.co/km4wbz6QOW https://t.co/GPzmV0Gzvo,Mar 28 2020 
नेपाल एयरलाइन्सको विमान धावनमार्गबाट चिप्लियो https://t.co/mXUOAZS4SS,Mar 28 2020 
कोरोना महामारीबाट इटाली र स्पेनमा मात्रै मृतकको संख्या १४ हजार नाघ्यो https://t.co/FAOcQDMmG2 https://t.co/jopqquMfzY,Mar 28 2020 
कोरोना महामारीः अमेरिकामा लाख नाघ्यो संक्रमित संख्या एकै दिन चार सयको मृत्यु https://t.co/oaVBOcSq8l,Mar 28 2020 
बन्दाबन्दीको मौका छोपेर तराईका जिल्लामा काठ तस्करी https://t.co/9EvPVDb0tN बारा पर्सा सर्लाही कैलाली र कञ्चनपुरबाट १०–१४ चैतसम्म वन्यजन्तु र काठ तस्करीका ६ घटनामा संलग्न २४ जना पक्राउ परेका छन्। https://t.co/IpJgevd2wN,Mar 28 2020 
किन सुस्त भइरहेको छ कोरोनाभाइरस परीक्षण ? https://t.co/14F4c3rSL6 कोरोना भाइरस (कोभिड–१९) परीक्षण गर्ने एक मात्र राष्ट्रिय जनस्वास्थ्य प्रयोगशाला टेकूमा शुक्रबारसम्म करीब ८०० जनाको मात्र परीक्षण भएको छ। https://t.co/yzE6XWD0BB,Mar 28 2020 
अर्थतन्त्र र रोजगारी बचाउन संसारभरि आर्थिक प्याकेज नेपालमा भने छलफलमै सीमित https://t.co/2p77j95uE8 रमेश कुमार (@Raw_Ku ) को रिपोर्ट https://t.co/jC2FMLttOs,Mar 28 2020 
मजदुर र न्यून आय हुनेलाई राहत प्याकेज घोषणा गर्न सरकारलाई नागरिक समूहको अपिल https://t.co/Pxy6Sh3hFB कोरोना रोकथामका लागि लागू गरिएको बन्दाबन्दीबाट बढी प्रभाव परेका दैनिक ज्यालादारी गर्ने मजदुर तथा न्यून आय भएका समूहलाई आर्थिक सहयोग दिन नागरिक समूहले सरकारको ध्यानाकर्षण गराएको छ। https://t.co/HIJveEYVoX,Mar 28 2020 
पहिरो गएपछी सिद्धार्थ राजमार्ग अवरुद्ध अत्यावश्यक ढुवानीका साधन रोकिए https://t.co/iiF4e0Zqml,Mar 28 2020 
कोभिड-१९ को उपचारमा पीपीईको अभाव : इटालीमा ५० जनाभन्दा बढी स्वास्थ्यकर्मीको मृत्यु https://t.co/s0zlmxNSKM https://t.co/9G9b85G6tU,Mar 28 2020 
कोरोना महामारीः इटालीमा एकै दिन मृत्यु हुनेको संख्या अहिलेसम्मकै उच्च https://t.co/1PG9LSNQR9 https://t.co/xSjceJzWIl,Mar 28 2020 
बालविवाहविरुद्ध विद्रोह: चारवर्षसम्म बुबाआमाले समेत बोलाएनन् https://t.co/csubPejPiK https://t.co/ymEAuvKIVO,Mar 28 2020 
अब नागरिकको रानीपोखरी https://t.co/HDcSr4fEPo https://t.co/LE1icABpvw,Mar 28 2020 
धरानमा पनि कोरोना भाइरस परीक्षणको तयारी https://t.co/6Y05dv6vbR https://t.co/dM5VyAQ49E,Mar 27 2020 
नेपाली विमान स्वास्थ्य सामग्री लिन चीन जाँदै नदोहोरियोस् गुणस्तरहीन किट प्रकरण https://t.co/edFIM1rRcd महामारीमा नागरिक चासो- अर्जुन ढकाल @ArjunD_Env को छोटो टिप्पणी https://t.co/aYuJOGvsz2,Mar 27 2020 
'लकडाउन' मा खुल्ला त चार्ल्स शोभराजको 'लकअप'! https://t.co/ND193IQKwO - कारागार प्रशासन मार्फत हालै गृह मन्त्रालयतर्फ अगाडि बढाइएको रिहा गर्नुपर्ने १३ जना ज्येष्ठ कैदीहरुको नामावलीमा कुख्यात अपराधी चार्ल्स शोभराज पनि अटाएका छन्। -दीपक खरेल @DeepakKharel037 को रिपोर्ट https://t.co/XNXx2UrsXs,Mar 27 2020 
अख्तियारको हिरासतमा रहेका ८ जना रिहा https://t.co/dpceToGyfE https://t.co/lSmA00b1A7,Mar 27 2020 
पर्सा निकुञ्जमा सेनासँगको भिडन्तमा मारिने मकवानपुरका भीमलाल मोक्तान https://t.co/mPx9New1VT https://t.co/DhC8CzSAW5,Mar 27 2020 
डिस्चार्ज पछि बालुवाटार फर्किए प्रधानमन्त्री https://t.co/t7OH93dc5f,Mar 27 2020 
नेपालमा चौथो व्यक्तिमा कोरोना संक्रमण https://t.co/hqxv0E8aZj कोरोना भाइरस (कोभिडा-१९) को चाैथो संक्रमित भेटिएका छन । संक्रमित व्यक्ति सेती प्रादेशिक अस्पताल धनगढीमा उपचारमा रहेका छन हाल उनको अवस्था सामान्य छ । उनी ३४ वर्षका नेपाली पुरूष हुन् । https://t.co/cRKndA3whj,Mar 27 2020 
नेपालमा चौथो व्यक्तिमा कोरोना संक्रमण https://t.co/hqxv0DQzAJ,Mar 27 2020 
‘लकडाउन’मा चार्ल्स शोभराजका लागि ‘लकअप’ खुल्दै https://t.co/ND193IQKwO @deepakkharel1037 काे रिपाेर्ट https://t.co/rC4ccFyrWa,Mar 27 2020 
चरिकोट बजारमा कीटनाशक औषधि छर्कने अभियान शुरु https://t.co/d0jF6Jns1H https://t.co/LDHvTGW3WF,Mar 27 2020 
कोरोना महामारी: स्पेनमा २४ घण्टामै ७ सय ६९ को मृत्यु https://t.co/c2RQSJpcsx https://t.co/tioWdGvjVV,Mar 27 2020 
हतियार भण्डारमा खटिएका हवल्दारको गोली लागेर मृत्यु https://t.co/WeQJMWkmQx जिल्ला प्रहरी कार्यालय स्याङ्जा मातहत रहेको इलाका प्रहरी कार्यालय चिसापानीमा हतियार भण्डारण शाखामा खटिएका प्रहरी हवल्दार रविन्द्र पौडेलको गोली लागेर मृत्यु भएको छ।,Mar 27 2020 
बेलायतका प्रधानमन्त्री जोन्सनमा पनि कोरोनाभाइरस संक्रमण https://t.co/nfuKOvKIOl https://t.co/AHUNVHfPUC,Mar 27 2020 
३८ लाख ग्राहकलाई विद्युत महसुलमा २० प्रतिशत छुट दिने निर्णय https://t.co/cL4o2IDNpc https://t.co/uTsiji6MV2,Mar 27 2020 
प्रधानमन्त्रीको स्वास्थ्य अवस्था बुझ्न अस्पताल पुगे दाहाल-नेपाल https://t.co/oxYb32VPTn भेटका क्रममा अध्यक्ष दाहालले प्रधानमन्त्री ओलीसँग विश्वव्यापी महामारीको रुप लिएको कोरोना रोकथामबारे समेत छलफल गरेका थिए । https://t.co/fiMH53mXb4,Mar 27 2020 
पर्सा राष्ट्रिय निकुञ्जमा तस्कर र सेनाबीच दोहोरो भिडन्त एक जनाको मृत्यु https://t.co/EdBBUgMN9u https://t.co/EljPbpuvvk,Mar 27 2020 
कोरोनाभाइरसको महामारीपछि मानव जीवन https://t.co/CI612zfouc के कोभिड-१९ ले सँधैको लागि हाम्रो जीवनलाई बदलिदिन्छ? प्राविधि अर्थशास्त्र चिकित्सा र राजनीतिक विशेषज्ञहरूका विचार https://t.co/HRFMWks4Fj,Mar 27 2020 
कोरोना रोकथाममा प्रदेश सरकारः जोखिम उच्च स्वास्थ्य सामग्रीको अभाव https://t.co/Z6rrcEiJbL,Mar 27 2020 
कोभिड १९ महामारीमा सूचनाको महामारी: अर्कालाई हानी पुर्याउने दुराशय राखेर फैलाइने यस्ता अफवाह नियन्त्रणका लागि हामी सबै एकजुट हुनुपर्छ जसका लागि कोभिड १९ अवसर बन्न सक्छ। - मानवशास्त्री निर्मल कँडेल @kandelnirmal को विश्लेषण https://t.co/Z63Dco19Et https://t.co/PHDv27WWiW,Mar 27 2020 
वीरेन्द्रनगरका सबै वडालाई रु पाँच लाखको खाद्यान्न उपलब्ध गराइने https://t.co/TQHI6Tozy9 https://t.co/H11vH30NvD,Mar 27 2020 
कोरोना महामारीमा नेपाली मिडिया: प्रिन्ट संस्करण बन्द रेडियो समाचार घरबाटै https://t.co/06AfRJnZzN कोरोना भाइरस (कोभिड–१९) को संभावित जोखिम र बन्दाबन्दी (लकडाउन) का कारण नेपाली सञ्चारमाध्यम नराम्रोसँग प्रभावित भएका छन्। https://t.co/FFRuF4QDdB,Mar 27 2020 
काठमाडौं महानगरले विदेशबाट फर्किएकाहरूकाे तथ्याङ्क लिने https://t.co/MiyaNWAaJh,Mar 27 2020 
२७२ जर्मन नागरिक स्वदेश फर्कदै (तस्वीरहरु) https://t.co/r83Km3JPTo राजधानी उपत्यकाका विभिन्न स्थानबाट २७२ जर्मन नागरिकलाई त्रिभुवन अन्तर्राष्ट्रिय विमानस्थल लगिएको छ । सरकारले नेपालमा रहेका विदेशी नागरिकलाई आफ्नो देशमा फर्कन रोक लगाएको छैन । https://t.co/cOTnlp0U7o,Mar 27 2020 
चीनले दिएको चिकित्सा सामग्री आज तातोपानी आइपुग्ने https://t.co/K9xWv84cVa,Mar 27 2020 
कोरोना भाइरस संक्रमित सबभन्दा बढी अमेरिकामा https://t.co/jVGxoNStoB https://t.co/nEmEwwFZNt,Mar 27 2020 
प्रधानमन्त्री ओली अस्पतालबाट आजै बालुवाटार फर्कने https://t.co/dzJ16ak0PS https://t.co/jnhM43K6i6,Mar 27 2020 
सधैंको महामारी सडक दुर्घटना https://t.co/h7grk22NI7 https://t.co/jJs1zYNySN,Mar 27 2020 
हिमालपछि कान्तिपुर मिडिया ग्रुपका सबै प्रिन्ट संस्करण केही दिनलाई स्थगन https://t.co/VgaXg4RNwU https://t.co/vWgUpmGGhj,Mar 27 2020 
कसरी ठ्याक्कै मिल्न थाल्यो मौसम पूर्वानुमान ? https://t.co/d7qeWsLa9z - मुकेश पोखरेलको रिपोर्ट। https://t.co/uiP1iTiDhh,Mar 27 2020 
अमेरिकामा सबैभन्दा बढी कोरोना भाइरस संक्रमित उछिन्यो चीन र इटालीलाई https://t.co/jVGxoNStoB https://t.co/2MHX43tVzz,Mar 27 2020 
महामारीको अन्त्य नभएसम्म... ! - विगतका अनुभवहरूले के भन्छन् भने जब संक्रमण अत्यधिक हुनेछ मानिसले प्रतिरोधात्मक क्षमता बारे पनि थाहा पाउँदै जानेछन्। सँगै अर्को ५ देखि ६ महीनासम्म संक्रमण विरुद्धका भ्याक्सिनहरू उपलब्ध हुनेछन्। https://t.co/SNCsHdOY4F - डा.नारायण ज्ञवालीको विचार https://t.co/W6M79NUfZm,Mar 26 2020 
पीपीईको अभाव विश्वभर डब्लुएचओले भन्यो– स्थानीयस्तरमै बनाउन सकिन्छ https://t.co/gSIV9ofjMi @ramusapkota को रिपोर्ट https://t.co/Jg5b95LL9n,Mar 26 2020 
बन्दाबन्दीमा उपत्यका https://t.co/l89LjuH0aK https://t.co/VW6hbvENWx,Mar 26 2020 
बन्दाबन्दीमा ‘उज्यालो’ उपत्यका https://t.co/l89LjuH0aK कोरोनाभाइरसको महामारी रहेको विश्वमाझ नेपाल पनि बन्दाबन्दी (लकडाउन) मा छ । सामाखुसी पनि यस्तै बन्दाबन्दीमा छ । यी तस्वीरहरु यही बन्दाबन्दीमा सामाखुसीबाट खिचिएको छ । https://t.co/wo5hvg71GD,Mar 26 2020 
कोरोनाभाइरस महामारीः जोखिम बढ्यो गाउँको https://t.co/N8XBDcbrFM,Mar 26 2020 
ज्यालादारी मजदुरः भाइरसबाट जोगिने कि भोकसँग ? https://t.co/oOl276F3Xd “जुन श्रमिक–मजदुरको पसिनाले सरकार चल्छ आज तिनै श्रमिक–मजदुर दोहोरो संकटमा पर्दा सरकार बोल्नुपर्छ” खनाल भन्छन् “कम्तिमा उनीहरुलाई पनि भोकै बस्नुपर्दैन भन्नेमा विश्वास दिलाउनुपर्छ ।” -@rastrapahile https://t.co/0V6PWu8ZwV,Mar 26 2020 
तरकारी बजारकाे भिडले संक्रमणको जोखिम https://t.co/3vm4ElbvQy https://t.co/fnFPWsW08B,Mar 26 2020 
‘क्वारेन्टिन अभियान नाट्य महोत्सव’ शुक्रबारदेखि https://t.co/hBDincUpVd https://t.co/RHufVSyLOL,Mar 26 2020 
बन्दाबन्दीपछि भारतमा विशेष आर्थिक प्याकेज घोषणा विपन्नलाई तीन महीना खाद्यान्न नि:शुल्क https://t.co/Umz1kEIfag https://t.co/BLYFuUpsyD,Mar 26 2020 
सारथी सहकारी संस्थाले कर्जामा प्रसार दर छुट गर्ने https://t.co/XufzojvdNL https://t.co/RWkxpQ6DTE,Mar 26 2020 
अमेरिकामा कोरोनाभाइरसबाट मृत्यु हुनेको संख्या १ हजार नाघ्यो ६९ हजार संक्रमित https://t.co/ykWQaPwO91 https://t.co/oH93NLuGAz,Mar 26 2020 
कोभीड–१९ का कारण विश्वभरिका अढाई करोड कामदार बेरोजगार हुनसक्ने ३४ खर्ब डलर आय गुम्ने https://t.co/VcbZCBSBOM https://t.co/DbSMTH5Tbv,Mar 26 2020 
कोरोनाभाइरसबाट बेलायतमा अर्का एक नेपालीको मृत्यु https://t.co/IRCpY2WqmK,Mar 26 2020 
बन्दाबन्दीको वेला तरकारीमा कालोबजारी धनुषाबाट तीन पक्राउ https://t.co/bVB6fvnxXq,Mar 26 2020 
कोरोना उपचार कोषमा लक्ष्मी ग्रुपको एक करोड https://t.co/2vhXV7qQag सरकारको कोरोनाभाइरस संक्रमण रोकथाम नियन्त्रण र उपचार कोषमा व्यावसायिक घराना लक्ष्मी ग्रुपले रु.१ करोड सहयोग गर्ने घोषणा गरेको छ। https://t.co/xMohu3W5uG,Mar 26 2020 
जर्मनीले नेपालबाट आफ्ना नागरिक लैजाने https://t.co/KVWObkuYEA https://t.co/eQZ7kdXhxA,Mar 26 2020 
कोरोना महामारी: जोखिमको आकलन र पूर्वतयारी नगर्दा इरानलाई आपत् https://t.co/UPrs2mOes9 इरानमा २७ हजारभन्दा बढीलाई भाइरसको संक्रमण भएको छ भने २ हजार ७७ जनाको मृत्यु भइसकेको छ। यस्तो खराब अवस्थामा कसरी पुग्यो इरान ? https://t.co/KU5MbG0Bg0,Mar 26 2020 
शक्तिशालीहरूको करिडोरमा कोरोनाभाइरस https://t.co/DkSTAa1yjF विश्वका को-को वरिष्ठ कर्मचारी र राजनीतिज्ञमा छ कोरोनाभाइरसको संक्रमण? https://t.co/XMrQXdd2Yk,Mar 26 2020 
रौतहटमा करीब पाँच सय बेड तयारी अवस्थामा क्वारेन्टिनमा पुगे ३५ जना https://t.co/8ItlK3JSIE,Mar 26 2020 
धनुषा बम विस्फोटका आरोपित पक्राउ https://t.co/MgstWO22yV धनुषा प्रहरीले आफ्ना प्रहरी निरीक्षक अमिरकुमार दाहाल सहित तीन जनाको मृत्यु भएकाे बम विस्फोट घटनाका आरोपित गंगा मण्डल खत्वेलाई पक्राउ गरेको छ। https://t.co/Tk2dpyKkBq,Mar 26 2020 
बिजुली चुल्होमा खाना पकाउँदा महशुलमा २० प्रतिशत छुट https://t.co/2Bw973GICU बिजुली चुल्होबाट खाना पकाउँदा सरकारले विद्युत् महसुलमा २० प्रतिशत छुट दिने भएको छ। https://t.co/6hA95sB1h6,Mar 26 2020 
भारतबाट फर्केका बैतडीका ८५ जना क्वारेन्टाइनमा https://t.co/NWSTVuA1Xt,Mar 26 2020 
कोरोनाभाइरसबारे अफवाह फैलाउने २२ अनलाइनलाई काउन्सिलको स्पष्टीकरण https://t.co/uuhl0TrYQg https://t.co/Gqutc11ZwM,Mar 26 2020 
कोरोना महामारीः मृतक संख्या २१ हजार नाघ्यो  https://t.co/YCthYtAXCm शुरूकाे झण्डै दुई महीना चीन बाहेक अन्य थाेरै देशमा मात्रै देखिएको कोरोना मार्चदेखि भने विश्वभर तीव्र गतिमा फैलिदै गएको छ । https://t.co/2QGwosjY5F,Mar 26 2020 
त्रिशूली गल्छी आयोजनाको अनुमति खारेज सर्वसाधारणको ८० करोड जोखिममा https://t.co/TWzjCMXEeZ ७५ मेगावाटको त्रिशूली गल्छी जलविद्युत् आयोजनाको अनुमति नै खारेजीमा परेपछि उच्च प्रतिफलको लोभमा घरखेत बेचेर लगानी गरेका सर्वसाधारणको रकम जोखिममा परेको छ। रमेश कुमार (@Raw_Ku) को रिपोर्ट- https://t.co/gbpELfsmYl,Mar 26 2020 
संसद् सचिवालयमा ६० वर्षका विवरण https://t.co/5YOkGwX3GV लक्ष्मी बस्नेतको रिपोर्ट- https://t.co/VZtD8OUQYW,Mar 26 2020 
घरको बसाइः बालबालिकाको समय यसरी बनाउनुस् सिर्जनात्मक र रमाइलो https://t.co/3Bx6H6pfA6 - शुष्मा बरालीको रिपोर्ट। https://t.co/q4KOUqDb5M,Mar 26 2020 
उपभोग्य वस्तु आपूर्तिको पिरलो बिचल्लीमा दैनिक ज्यालादारी मजदुर https://t.co/ZaxOHGySes - राजु बास्कोटा @rajunews को रिपोर्ट। https://t.co/SNAiDfqi2O,Mar 26 2020 
सङ्गठन शुद्धीकरणमा महारथी https://t.co/jErPIKv4CP - दीपक खरेलको @DeepakKharel037 रिपोर्ट। https://t.co/WcfzOAogh4,Mar 26 2020 
बन्दाबन्दीमा कलाकारः अधिकांशको रोजाइ फिल्म र पुस्तक https://t.co/ysUQ6elAmN - नुनुता राई @NunutaRai को रिपोर्ट। https://t.co/ySBQUDOwrC,Mar 26 2020 
ज्येष्ठ नागरिकलाई कोरोनाभाइरस संक्रमणको जोखिम बारे विशेष ध्यानदिन महासंघको आग्रह https://t.co/liiRsc2R1T https://t.co/f6BLMItca4,Mar 26 2020 
कोरोना संक्रमण रोकथामको प्रयास: बन्दाबन्दीको दोस्रो दिन काठमाडौं महानगर पालिकाले कालिमाटी फलफूल तथा तरकारी वितरण केन्द्रमा डिस्इन्फेक्सन स्प्रे छर्किएको छ । फलफूल तथा तरकारीबाट कोरोना संक्रमण रोक्न महानगर पालिकाले यस्तो स्प्रे छर्किएको हो । #Corona #coronavirusnepal #coronafree https://t.co/gTMLEogvaD,Mar 25 2020 
मिस वल्र्डकी मोर्लीलाई कोरोना संक्रमणको आशंका आखिर कसले किन ढाँटिरहेको छ घातक सूचना ? https://t.co/OoFL9vB471 https://t.co/nIywJevacS,Mar 25 2020 
बन्दाबन्दी अवधिमा खाद्य आपूर्ति नरोकिने https://t.co/hvF8HcypRe,Mar 25 2020 
स्वास्थ्यमन्त्री भानुभक्त ढकालको आग्रह #Corona #Coronanepal #CoronaFreeNepal #COVID2019 https://t.co/i85pF8kRiQ,Mar 25 2020 
भारतमा कोरोनाभाइरसका कारण मृत्यु हुनेको संख्या १० पुग्यो https://t.co/h0DniEx2E5 https://t.co/ls3BNAJCw3,Mar 25 2020 
सामाजिक सञ्जालमा कोरोनाभाइरसः तथ्य के भ्रम के ? https://t.co/V6qhC6kpqu https://t.co/SxQvNLkBvP,Mar 25 2020 
नेपाल टेलिकमको रिचार्जमा शतप्रतिशत बोनस https://t.co/dcPf0ZDoOS https://t.co/UFjiQTFh4b,Mar 25 2020 
पोखरामा गोली भेटिएको दुई महीनापछि काठमाडौंमा फेला परे हतियार https://t.co/kq4ll0wY3Z https://t.co/H1s6NBDjLX,Mar 25 2020 
कोरोना जोखिममा प्रहरी अधिकृतलाई चौरमै दर्ज्यानी चिह्न https://t.co/eKwvivVuKU https://t.co/ELygXyLSfD,Mar 25 2020 
स्वास्थ्यकर्मीका लागि स्वदेशमै सुरक्षित पोशाक (पीपीई) उत्पादन पुरा समाचार: https://t.co/ctQfzUV027 https://t.co/V4MsB1bqdR,Mar 25 2020 
बेलायतका युवराज चाल्र्समा कोरोनाभाइरस संक्रमण https://t.co/9NmO3JBlyw https://t.co/d5gPZ4iMYD,Mar 25 2020 
नेपालमा रहेका आफ्ना र विदेशी सबै नागरिकको उपचारको जिम्मेवारी लिन्छौ : स्वास्थ्यमन्त्री https://t.co/pWyAxdhTRc https://t.co/vpfoGTRfUp,Mar 25 2020 
स्वास्थ्यकर्मीका लागि स्वदेशमै सुरक्षित पोशाक (पीपीई) उत्पादन महावीर पुन भन्छन् “ठूलो परिमाणमा उत्पादन गर्दैछौं” https://t.co/ctQfzUV027 @ramusapkota https://t.co/jA9EfVaaqb,Mar 25 2020 
बन्दाबन्दीमा 'रिदम ब्यान्ड'को यूट्युब र फेसबुकमा लाइभ कन्सर्ट https://t.co/62ef9Ydv4u https://t.co/mI8xH5q94e,Mar 25 2020 
सवा लाख क्वारेन्टाइन कक्ष बनाउने सरकारी तयारी नगरकोटका होटल पनि प्रयोग गरिने https://t.co/AGkiIISnQT https://t.co/v4kli6tmEC,Mar 25 2020 
प्रतिनिधिसभाको बैठक २३ चैतका लागि सारियो https://t.co/dK6CpgV6LO https://t.co/IkofP7h5go,Mar 25 2020 
विद्युत् खपत ह्वात्तै घटेपछि उत्पादन बन्द गर्नुपर्ने अवस्थामा प्राधिकरण https://t.co/CnB1tY7HF1 https://t.co/tYmLYz3FNA,Mar 25 2020 
बन्दाबन्दीमा उपत्यकाका तीन जिल्ला: साना पसलमा भीडभाडले जोखिम https://t.co/XridxaJFnR “टोल–टोलमा रहेका साना पसलहरुमा मानिसहरुको भीडभाडले भने संक्रमण फैलिने सम्भावना बढाएको छ ।” by @DeepakKharel037 https://t.co/dVauOJnYLE,Mar 25 2020 
पाकिस्तानमा कोरोना संक्रमितको संख्या हजार नाघ्यो https://t.co/jMjjmRNzdN https://t.co/OC1EJHpKFd,Mar 25 2020 
प्रधानमन्त्रीलाई गगन थापाको पत्रः यही तरिकाले यो संकटबाट पार पाउन सकिन्न https://t.co/UIIddhQkoW एक हप्ताका लागि गरिएको बन्दाबन्दी (लकडाउन) कै बेला कोरोना संक्रमणको व्यापक परीक्षण गरिनुपर्ने उनले सुझाव दिएका छन् । https://t.co/WvYYjO78K4,Mar 25 2020 
प्रधानमन्त्रीलाई गगन थापाको पत्रः यही तरिकाले यो संकटबाट पार पाउन सकिन्न https://t.co/UIIddhQkoW,Mar 25 2020 
नेपालमा थपिए कोरोना संक्रमित संक्रमित संख्या तीन पुग्यो https://t.co/5XIGGC9aXW,Mar 25 2020 
बन्दाबन्दी (लकडाउन) मा वीरगञ्ज पुगेका ५२ जना क्वारेन्टाइनमा https://t.co/bFw6PFHb5A,Mar 25 2020 
सरकारले घोषणा गरेको बन्दाबन्दी (लकडाउन) उल्लङ्घन गर्ने ३०२ सवारी साधन राजधानी उपत्यकाका विभिन्न स्थानबाट प्रहरीले नियन्त्रणमा लिएको छ । https://t.co/fWatkDvSAO https://t.co/yPvCq28aaR,Mar 25 2020 
बन्दाबन्दी (लकडाउन) उल्लङ्घन गर्ने ३०२ सवारी साधन नियन्त्रणमा https://t.co/EfPs9CRNCE,Mar 25 2020 
कोरोनाभाइरस महामारीः वायुप्रदुषणमा नसोचिएको सुधार https://t.co/ubUuOI3pdU “महामारीले सबै देशको अर्थतन्त्रमा ठूलो धक्का दिएकाले महामारी नियन्त्रणपछि सबैको ध्यान आफ्नो आर्थिक अवस्था उकास्नेमा केन्द्रित हुनेछ ।” ... मुकेश पाेखरेल (@mukeshjeee) काे रिपाेर्ट- https://t.co/o7wMqudjJP,Mar 25 2020 
बागमती सरकारद्वारा १० करोडको उपचार कोष स्थापना https://t.co/9Aiyqgll0m,Mar 25 2020 
कोरोनाभाइरसकाे जोखिमले निकुञ्जहरू बन्द हुँदा वन्यजन्तु राहतमा https://t.co/LesmqraJis https://t.co/aecTdCsxFa,Mar 25 2020 
चीनमा कोरोना भाइरस संक्रमण नियन्त्रणमा इटालीमा एकै दिन ७४३ को मृत्यु https://t.co/DAPbzgJR7s,Mar 25 2020 
अलपत्र परेकालाई कर्णाली सरकारले घर पुर्‍याइदिने १११० मा फोन गर्नुस् https://t.co/FN9XJFmFU6,Mar 25 2020 
सन्तान राणाका दूध खुवाउने बाहिरका सुत्केरी https://t.co/9yHhszaXyL "मैले छोरा पाउँदा पनि एउटी काली–काली डाक्टरनी आएकी थिइन् । साथमा सुँडिनी पनि थिए त्यसैले सजिलो भयो । बच्चा जन्माउन घरै जानु परेकोथ्यो डिल्लीबजार । " -@rupajoshi https://t.co/SKgfWVKIOt,Mar 25 2020 
न्याय मागिरहेछ नन्दप्रसाद अधिकारीको आत्मा - शिक्षण अस्पतालको ‘बडी ब्याग’ मा रहेको नन्दप्रसाद अधिकारीको शवले सद्गत मागिरहेको छ तर त्योभन्दा पहिले उनको आत्मालाई न्याय चाहिएको छ। @KanakManiDixit को 'उकालो लाग्दा' https://t.co/WtdQoV28NK https://t.co/tsWBqfVgpQ,Mar 24 2020 
भुइँचालोले घरबाहिर पुर्‍यायाे कोरोनाले घरभित्र - भूकम्पले हामीलाई घरबाहिर धकेलेकोे थियो । कोरोनाले घरभित्र घचेटेको छ । यतिबेला हाम्रो भर भन्नु नै घरभित्रको जीवन भएको छ । - मिलन बगाले @Sabdachittra को बन्दाबन्दी (लकडाउन) अनुभूति https://t.co/MQjTaMlv0L https://t.co/6KrLHTdK1u,Mar 24 2020 
