Tweet,Date
Medical equipment to be imported by the private sector from China is likely to arrive in Nepal only after the first week of April reports @RoshanSNepal - https://t.co/S1SIWvwheP,Mar 27 2020 
Lockdown Day 4: German tourists wait to go home Photo: @GautamSkanda - https://t.co/7V1XUmpwjQ,Mar 27 2020 
Going into lockdown is the correct decision and a critical first step that the government has taken. This will help flatten the curve of infection. The focus should now be on preparing and equipping its warriors; @hapsa4all @erDocKharel- https://t.co/1pwXY8DldQ,Mar 27 2020 
OPINION: What we should understand is that such social consequences have occurred and more are possible. Expecting to live in harmony when your neighborhood is festered with destitution comes only with a false sense of prosperity - https://t.co/sOjaID5ykn,Mar 27 2020 
#EDITORIAL: As Nepal has limited stock of PPEs the health minister would do well to have them in place before there is an attack of the virus - https://t.co/YOkoKd7ng3,Mar 27 2020 
PM Oli taken to TUTH on Thursday night on experiencing irregular heartbeat to be discharged today - https://t.co/vMPlJSHmvq,Mar 27 2020 
A further 655 people died overnight pushing Spain’s toll from the respiratory disease to 4089 second only to Italy and further beyond China where the outbreak began - https://t.co/lZrO190Zs2,Mar 27 2020 
“Everything was going well and we were sending home money” said Dipak. “Then suddenly everything was locked down rendering us jobless” @RupakDSharma writes - https://t.co/OtGHhPoQMh,Mar 27 2020 
"The object seen in the Nepali sky this evening is probably a fireball or a bolide. We are looking into the matter and will share more updates tomorrow (Friday)" @NASONepal - https://t.co/qQMKHc9lwh,Mar 27 2020 
Number of US coronavirus infections climbed above 82000 on Thursday surpassing the national tallies of China and Italy as New York New Orleans and other hot spots faced a surge in hospitalizations and looming shortages of supplies staff and sick beds -https://t.co/YAx66TH8AR,Mar 27 2020 
Nepal Astronomical Society @NASONepal urges people to provide evidence on sighting for investigation; says it could be a bolide or a fireball - Image: @abish_adhikari - https://t.co/Eb6qL67W1F,Mar 26 2020 
49 army personnel put into quarantine in Jajarkot - https://t.co/caHD8TWfFk,Mar 26 2020 
More than 700 people suspected of having contracted #coronavirus have tested negative for COVID-19 according to the Ministry of Health and Population - https://t.co/IzGJi0ziW3,Mar 26 2020 
The number of reported deaths from the virus rose to 4089 from 3434 on Wednesday the ministry said. - https://t.co/tFGSqEW9zU,Mar 26 2020 
NC leader Gagan Thapa urges govt to facilitate purchase of ethanol from sugarcane industries for affordable and timely production of hand-sanitisers for health workers - https://t.co/hP5ui0lb7r,Mar 26 2020 
India announced on Thursday a 1.7-trillion-rupee ($22.6-billion) economic stimulus plan providing direct cash transfers and food security measures to give relief to millions of poor people hit by a nationwide lockdown over a coronavirus pandemic - https://t.co/wupiacKVow,Mar 26 2020 
Health-workers in action at Patan hospital on day three of nationwide Coronavirus lockdown by @GautamSkanda - https://t.co/Y4J5jtrKiw,Mar 26 2020 
The Right Response to COVID-19 - https://t.co/agYv7oQLbr,Mar 26 2020 
The parliamentary party of Nepal Communist Party (NCP) Bagmati Province has decided to collectively contribute to a fund created to fight COVID-19 - https://t.co/7TUpMZDB3M,Mar 26 2020 
Bhojpur Municipality is preparing to up the COVID-19 quarantine capacity to 300 beds from 100 beds that have already been established- https://t.co/yv1lhQ7WIi,Mar 26 2020 
The EU is hard at work in Nepal with the Government and international partners to respond to this crisis @EUAmbNepal Veronica Cody writes- https://t.co/b85e6pGbt5,Mar 26 2020 
The Non-Resident Nepali Association (NRNA) South Korea is to immediately provide 2000 kits for coronavirus testing to Government of Nepal - https://t.co/h3rd8Hfd5k,Mar 26 2020 
As many as 110 persons who returned to Nepal from various countries have been quarantined in Tanahun district most of whom are home-quarantined - https://t.co/lrvonl9Nlz,Mar 26 2020 
There were lesser cases of violation of rules on Day 3 of nationwide lockdown - https://t.co/Y7phe8pDrc,Mar 26 2020 
Telecommunication companies have started offering bonus to their subscribers after the Nepal Telecommunication Authority (NTA) directed them to provide relief to customers in the wake of nationwide lockdown to contain the spread of coronavirus - https://t.co/fPiFygyRQ6,Mar 26 2020 
Local level staffers have been visiting villages and making enquiries about migrant workers and returnees from foreign countries including India that have arrived in the last two weeks - https://t.co/DY5m4dMfz5,Mar 26 2020 
Countries that have locked down their populations to prevent the spread of coronavirus need to put a premium on finding new cases and doing everything they can “to suppress and control” the virus the World Health Organization said on Wednesday - https://t.co/MQ57aMhoBZ,Mar 26 2020 
It has been learnt that two of the co-passengers of the girl aboard the Qatar Airlines flight on March 17 are from Nawalparasi - https://t.co/KC6Rw4hrGA,Mar 26 2020 
#Opinion: WHO has asked South Asian states to take urgent measures to prevent the outbreak of COVID-19. The control of fake news and providing credible information to the public are key to dealing with the spread of the virus - https://t.co/u3H78MfBQi,Mar 26 2020 
#Editorial: All 125 persons must be sent to quarantines so that they can be treated in better heath facilities should they have contracted it - https://t.co/4QLzZdqf19,Mar 26 2020 
As domestic flights have been suspended to prevent the possible spread of coronavirus Sudurpaschim Province is facing difficulties in sending the blood samples of patients showing symptoms of infection to the Kathmandu-based National Laboratory - https://t.co/eLy3sDl6U8,Mar 26 2020 
Protective gear shortage imperils health workers: “If the government cannot provide PPE it should make arrangements for us to stay in the hospital until the crisis is over” says a health worker at Sukraraj Hospital - https://t.co/8neke9ySfD,Mar 26 2020 
Around 500 trekkers have been stuck on several trekking trails across the country due to the lockdown reports @ArpanaaMagar – https://t.co/kIAhregGhj,Mar 26 2020 
More than 680 people have died from coronavirus in Italy in the last 24 hours. - Italy has seen more fatalities than any other country with latest figures showing that 7503 people have died from the infection in barely a month - https://t.co/Wyq9oN4Ylv,Mar 26 2020 
Health professionals in Nepal especially doctors and nurses who are on the frontline of the fight against COVID-19 are ill-equipped to treat #coronavirus patients as they don’t have adequate number of personal protective equipment - https://t.co/8neke9hgR3,Mar 26 2020 
The govt is not revealing the details of coronavirus patients’ localities out of privacy concerns: @ramkrkamat 's report - https://t.co/9HgRwTYlld,Mar 26 2020 
The government has started tracking down people who shared the flight with Nepal’s third coronavirus patient and came into his contact. But it has not disclosed the name of the airlines and the number of the flight he took reports @ShabiDhakal - https://t.co/J1h3f9rslm,Mar 26 2020 
More than 680 people have died from coronavirus in Italy in the last 24 hours the Civil Protection Agency said on Wednesday. - Italy has seen more fatalities than any other country with latest figures showing that 7503 people have died from the infection in barely a month -,Mar 26 2020 
Gunmen and suicide bombers raided a Sikh religious complex in the Afghan capital of Kabul on Wednesday killing 25 people before security forces killed all of the attackers the government said - https://t.co/gxFDrB65LA,Mar 26 2020 
Police struggle to enforce India’s sweeping virus lockdown - https://t.co/VOkKSPffqp,Mar 25 2020 
Two more persons who flew with COVID-19 infected (diagnosed Monday) traced in Nawalparasi - https://t.co/UzHBDZsldz,Mar 25 2020 
The  death toll in Spain from the coronavirus shot up by more than 700 on Wednesday surpassing China and is now second only to Italy as the pandemic spread rapidly in Europe - https://t.co/qNmDzIvIjt,Mar 25 2020 
From Caracas to Tehran officials are calling on the Trump administration to ease crippling economic sanctions they contend are contributing to the growing death toll caused by the coronavirus pandemic - https://t.co/CvuLeMUZUv,Mar 25 2020 
The Civil Aviation Authority of Nepal (CAAN) has stated that special permission will be required to operate emergency flights at a time when commercial flight operation of any kind has been suspended in view of the nationwide lockdown - https://t.co/1wKvtFDXT9,Mar 25 2020 
According to Health Minister Bhanubhakta Dhakal contact tracing of the case is being pursued. The infected person had checked into a hotel on returning from the middle east recently - https://t.co/zdluzyki62,Mar 25 2020 
India is likely to agree an economic stimulus package of more than 1.5 trillion rupees ($19.6 billion) to fight a downturn in the country that is currently locked down to stem the spread of coronavirus - https://t.co/q52tH1OegT,Mar 25 2020 
Britain’s Prince Charles tests positive for coronavirus - https://t.co/XkRIrtQ4IT,Mar 25 2020 
As domestic flights have been halted to prevent the possible spread of coronavirus Sudurpaschim Province is facing difficulties in sending the blood samples of COVID-19 suspected patients to the Kathmandu-based National Laboratory - https://t.co/tdaqakQAr3,Mar 25 2020 
The govt has intensified its preparation to supply daily essential goods to the people from convenient places - https://t.co/lI2SaXlEfB,Mar 25 2020 
Kathmandu as seen on the second day of nationwide lockdown. The government of Nepal decreed a week-long lockdown effective from March 23 in an attempt to slow the spread of Coronavirus. Photo: @GautamSkanda - https://t.co/whCOFfsJbK,Mar 25 2020 
Over 300 vehicles were taken under control today from assorted locations in Kathmandu Valley for breaching the government enforced lockdown - https://t.co/Ovzj6wFBKk,Mar 25 2020 
We stand with the government but theres a lot that needs to be done together to emerge victorious in what looks like a long battle: NC leader Gagan Thapa @thapagk writes in a letter to PM KP Sharma Oli @PM_Nepal - https://t.co/wUeA4ByIgT,Mar 25 2020 
A 30-bed quarantine centre has been established in Shadanada Municipality-7 to prevent and control the possible spread of coronavirus in the district - https://t.co/XRtNpQQGBt,Mar 25 2020 
To prevent the possible spread of #coronavirus pandemic health workers in Tripurasundari Rural Municipality of Dhading district have been provided with protective suits - https://t.co/YBbyNuTx3w,Mar 25 2020 
Third person tests positive for COVID-19 in Nepal; in isolation at Sukraraj Hospital Teku - https://t.co/PL6Czzc5yU,Mar 25 2020 
The no. of confirmed cases of the coronavirus in Germany has risen to 31554 and 149 people have died of the disease statistics from the RKI health institute showed on Wednesday - https://t.co/BHHv4ey09v,Mar 25 2020 
Michael Phelps has been open about his mental health struggles even as he became the most decorated athlete in Olympic history - https://t.co/SHkTbfB7LV,Mar 25 2020 
The Kathmandu Metropolitan City Office has made an appeal to the people to support the government by cooperating with the lockdown orders - https://t.co/25RG7SVnx2,Mar 25 2020 
Meteorological authorities in Japan didn't issue any tsunami alerts while US authorities cancelled a warning for Hawaii after a 7.5 magnitude #earthquake struck off Russia's Kuril Islands - https://t.co/T48i6l7331,Mar 25 2020 
Sample from deceased patient at Bharatpur Corona Special Hospital tests negative for COVID-19 - https://t.co/qXu4vUC681,Mar 25 2020 
Kathmandu valley wore a deserted look on Tuesday as the government imposed a week-long lockdown nationwide to curb the spread of novel #coronavirus - https://t.co/mV4SnQXb9a,Mar 25 2020 
#Opinion: Age-old customs of maintaining distance followed by the regular washing of the hands had gone a little bit out of practice due to blind imitation of the west for no rhyme or reason - https://t.co/PTmBBdKVBD,Mar 25 2020 
#Editorial: The nationwide lockdown has restricted the movement of the people allowing them to venture out only for urgent matters - https://t.co/FWwtq2DupR,Mar 25 2020 
Security agencies forced even essential service providers in some areas of the capital to down shutters on the first day of the week-long nationwide lockdown today despite the government’s clear instruction to let such outlets remain open - https://t.co/1GXv6ogtLm,Mar 25 2020 
The government on Tuesday decided to allow Nepalis stranded at southern border points to enter Nepal ‘one last time’ - https://t.co/YbgNTlYvvs,Mar 25 2020 
On Tuesday India decreed a #21daysLockdown lockdown of 1.3 billion people to break the chain of Coronavirus. #IndiaLockdown - https://t.co/VHExtWurKY,Mar 25 2020 
France became the fifth country to report more than 1000 deaths from coronavirus on Tuesday and a government body dealing with the outbreak suggested the national lockdown imposed last week for an initial 15 days should last at least six weeks - https://t.co/0LQ4visvXr,Mar 25 2020 
The government has tracked down the whereabouts of 125 people who shared the aircraft with the 19-year-old student who has tested positive for COVID-19 and asked them to self-quarantine for 14 days reports @ShabiDhakal - https://t.co/goGS8zbAHe,Mar 25 2020 
The Ministry of Home Affairs has stated that essential services will run as usual during the lockdown imposed by the government as a crucial step towards preventing the possible outbreak of #COVID19 - https://t.co/8sFbX4znbF,Mar 24 2020 
@MissusRTT #IndiaLockdown: Indian PM Narendra Modi has decreed a lockdown of 1.3 billion people to slow down the spread of Coronavirus - https://t.co/JtzJwWF318,Mar 24 2020 
India announces 21-day long nationwide lockdown to break COVID-19 cycle latest South Asian country to do so - https://t.co/VHExtWurKY,Mar 24 2020 
36 held for defying lockdown orders in Province 5 - https://t.co/LLV212d73L,Mar 24 2020 
Stranded Nepalis at Indian border to be allowed entry: Govt - https://t.co/QrEjOW3Ept,Mar 24 2020 
Person showing symptoms of COVID-19 placed in quarantine at Janakpur - https://t.co/QbK7JIEHrX,Mar 24 2020 
Two people who were in the same flight as the person diagnosed with COVID-19 on Monday come in contact with BPKIHS in Dharan for screening- https://t.co/pDZOt3mdg0,Mar 24 2020 
OPINION: Should we recoil and hunker? Should we revel with abandon like spring breakers are doing in the beaches of Florida? Dr Kiran Raj Pandey Internal Medicine and Infectious Diseases Physician talks about the right response to #Covid19 - - https://t.co/agYv7oQLbr,Mar 24 2020 
The federal government has instructed local administrations to make necessary arrangements for sending Nepali citizens stranded at Dhangadhi and Gaddachouki border points in the far-west among others to their respective districts - https://t.co/xwo45HQ9yq,Mar 24 2020 
SC moved against govt not allowing Nepalis in - https://t.co/FRQITzQfGs,Mar 24 2020 
The number of new coronavirus cases in Spain jumped on Tuesday to 39673 from 33089 cases registered on Monday - https://t.co/MVZAeB8lh0,Mar 24 2020 
Few glimpses of Kathmandu Valley amid lockdown - Photos: @GautamSkanda - https://t.co/kPk7Zmh9C7,Mar 24 2020 
Police seize bikes for violating lockdown orders in Pokhara - https://t.co/h8QB5NEIDK,Mar 24 2020 
High in the Himalayan mountains Nepal became the latest country to compel its citizens to stay at home joining large parts of Europe Southeast Asia and the entire West Coast of the United States - https://t.co/aC6u3r9UGB,Mar 24 2020 
Though the govt in Gandaki Province had directed hospitals across the province with 50 or more bed capacity to set up isolation wards for treatment of suspected #coronavirus patients little has been done towards that end at Western Regional Hospital - https://t.co/nt2mK2tpSx,Mar 24 2020 
The NMA has prepared a list of doctors and urged all to contact and consult with them for advice related to coronavirus - https://t.co/3hlNxPAKbo,Mar 24 2020 
Writ petition at SC demanding Nepalis stranded abroad be allowed to return - https://t.co/LUNdYdGN5r,Mar 24 2020 
The Health Commission for China’s Hubei province said it will remove all travel restrictions in and out of the province on March 25 with the exception of the city of Wuhan the provincial capital and the epicentre of the country’s #coronavirus outbreak - https://t.co/62r0p2z4aD,Mar 24 2020 
The Himalayan Times spoke to Santa Bir Lama president of Nepal Mountaineering Association to know about the impact of the virus in the expedition sector and the tourism industry - https://t.co/n9bUQqYnXm https://t.co/6NV1dvlc9G,Mar 24 2020 
Scientists in Singapore say they have developed a way to track genetic changes that speeds testing of vaccines against a #coronavirus that has killed more than 16000 people worldwide - https://t.co/aWuoDnuaZi,Mar 24 2020 
The person had an underlying condition Systemic Lupus Erythematosus (SLE) for over a year now stated Dr Bhoj Raj Adhikari spokesperson of the Coronavirus Control Taskforce. The patient’s kidneys had been affected as a result of his prior condition - https://t.co/T3l66LVjPu,Mar 24 2020 
The Nepal Medical Association has urged all the citizens not to panic but to prepare self and stay safe and alert - https://t.co/3hlNxPAKbo,Mar 24 2020 
Turkey imposed restrictions on Tuesday on grocery store opening hours and numbers of shop customers and bus passengers adding to steps to combat the spread of the coronavirus after the country’s death toll from the illness rose to 37 - https://t.co/3iCYheyn8u,Mar 24 2020 
THT's @RoshanSNepal caught up with Sunoor Verma senior intl development specialist in strategic planning strategic & risk communications and strategic partnerships to talk about the importance of crisis communication in this time of COVID-19 pandemic - https://t.co/aMpipOWkzT,Mar 24 2020 
#Opinion: If the committees are strengthened the law-making process will be much smoother and more effective. It will also increase public engagement in law making and enhance both ownership and inclusion - https://t.co/EUHKz1DlyR,Mar 24 2020 
#Editorial: The govt has shut down the border points to prevent cases of #coronavirus from entering the country - https://t.co/GS0i8gIg5V,Mar 24 2020 
Zimbabwe recorded the first death of a coronavirus patient on Monday the health minister said and urged the nation not to panic - https://t.co/Me4yFjNqTE,Mar 24 2020 
Three children all below five years of age and suspected of having contracted COVID-19 have been admitted to the isolation ward of Kanti Children’s Hospital - https://t.co/vNXjyhG5KX,Mar 24 2020 
Prime Minister Boris Johnson ordered Britons on Monday to stay at home to halt the spread of coronavirus imposing curbs on everyday life without precedent in peacetime - https://t.co/ui5DwP175K,Mar 24 2020 
A 19-year-old Nepali student who had returned from France via Qatar has tested positive for COVID-19 the second person in Nepal to contract the disease @ShabiDhakal reports - https://t.co/IScUUt9huK,Mar 24 2020 
The govt has decided to impose a nationwide lockdown for a week starting 6:00 am today in an effort to control the spread of COVID-19 @RoshanSNepal reports - https://t.co/UberUvCZu3,Mar 24 2020 
Doctors involved in critical care say the government would best serve the public if it considered providing treatment to COVID-19 patients from designated hospitals in the event of an outbreak - https://t.co/lO3SGFs9Pu,Mar 24 2020 
The death toll from an outbreak of coronavirus in Italy has grown by 602 to 6077 the head of the Civil Protection Agency said on Monday the smallest rise in numerical terms since Thursday suggesting a clear downward trend - https://t.co/tY0mkhifNC,Mar 24 2020 
On Monday the Ministry of Health and Population confirmed that one person who travelled to Nepal from France tested positive for coronavirus - https://t.co/rdjDimRdHI via,Mar 23 2020 
What can be done what must be avoided during the week long virus-lockdown - https://t.co/B3yH7lLr1C,Mar 23 2020 
#COVID19Nepal: Government of Nepal has decided to impose a lockdown which will come into force on Tuesday at 6:00 am in a bid to avert any unpleasant outcome at the hands of the epidemic - https://t.co/KdQIHlnnED,Mar 23 2020 
Following the confirmation of the second COVID-19 case in Nepal the government has sent six persons to quarantine on Monday - https://t.co/osO6F7kDGx,Mar 23 2020 
Nepal enforces lockdown: What does it entail? https://t.co/B3yH7lLr1C,Mar 23 2020 
Six persons including COVID-19 diagnosed patient’s family members quarantined - https://t.co/osO6F7kDGx,Mar 23 2020 
Three days after the Prime Minister's address to the nation Nepal goes into coronavirus lockdown which will come into force from Tuesday. The second COVID-19 case was confirmed by Health Ministry on Monday - https://t.co/KdQIHlnnED,Mar 23 2020 
Nepal goes into lockdown from Tuesday - https://t.co/KdQIHlnnED,Mar 23 2020 
#Covid19: Disinfecting streets to prevent the spread; @GautamSkanda- https://t.co/iXknnSW4CG,Mar 23 2020 
Britain sent in the army to deliver protective equipment to hospitals on Monday and told people to stay at home and heed warnings over social distancing - https://t.co/EIHsQhKTUs,Mar 23 2020 
Foreign Minister Pradeep Kumar Gyawali and Minister for Labour Employment and Social Security Rameshwor Yadav held a video conference with the Nepali ambassadors in the Gulf and African region today - https://t.co/TLVjnayM7R,Mar 23 2020 
The Parliamentary Hearing Committee unanimously confirmed former Minister of Foreign Affairs Mahendra Bahadur Pandey for Nepal’s Ambassador to China - https://t.co/euYnPBtT3C,Mar 23 2020 
Locals prepare to disinfect the streets amid concerns over coronavirus spread in Kathmandu Photo: @GautamSkanda - https://t.co/5fSC7wQaAq,Mar 23 2020 
The Nepal Embassy in India in a joint advisory released in association with the Indian government appealed to Nepali nationals to avoid all non-essential travel in the wake of coronavirus outbreak - https://t.co/v9Fu4Kn1ok,Mar 23 2020 
Key notes from emergency press meet at Health Ministry - https://t.co/7icvrHMsrO,Mar 23 2020 
Domestic airline companies have slashed their airfare after the Ministry of Culture Tourism and Civil Aviation (MoCTCA) directed them not to charge the maximum airfare during this critical situation- https://t.co/lPxc6nuinG,Mar 23 2020 
One person who travelled to Nepal from France has tested positive for coronavirus; under isolation at Sukraraj Hospital Teku: Health Ministry - https://t.co/rdjDimRdHI,Mar 23 2020 
One imported case of coronavirus confirmed in Nepal - https://t.co/rdjDimRdHI,Mar 23 2020 
"If we are to combat #coronavirus infection govt alone can’t do it. The individual must also play role in helping prevent infection" said spokesperson for Sukraraj Tropical and Infectious Disease Hospital Anup Bastola in interview with @ShabiDhakal - https://t.co/O2q5uth0tI,Mar 23 2020 
Minister for Health and Population Bhanu Bhakta Dhakal has called for an urgent press meet at the Health Ministry today afternoon - https://t.co/UUA3YyCufE,Mar 23 2020 
As the threat of COVID-19 pandemic looms large the Government of Nepal has requested the government of India and China to provide medical equipment required to diagnose and treat coronavirus patients - https://t.co/8AKxjKd3SC,Mar 23 2020 
Nepal is facing another turbulence triggered by COVID-19 pandemic which has locked down cities worldwide rendered many jobless sent economies into tailspin; its rapid global spread has shaken lives here: @RupakDSharma and @mesujan888 's report - https://t.co/ySRBsRu3Xr,Mar 23 2020 
#Opinion: While a patent in itself is an important factor in pharmaceutical research it cannot be more important than the health of a patient. The reason for inventing medicines is to cure people not to create a profit-generating industry - https://t.co/JvhasBYJxX,Mar 23 2020 
India has registered 341 cases of coronavirus with seven deaths the Indian federal government said in statements on Sunday - https://t.co/0MehrMgKoJ,Mar 23 2020 
#Editorial: The only way to keep the country safe is to screen and test every suspected case as advised by the World Health Organisation #coronavirus - https://t.co/x9OL1Jpi2G,Mar 23 2020 
The govt on Sunday decided to shut down entry points for the people’s movement on both the northern and southern sides and create Rs 500-million fund to fight the novel #coronavirus @RoshanSNepal reports - https://t.co/dLJ9RI8ztR,Mar 23 2020 
Kanchanpur and Banke district administration offices have imposed indefinite lockdown in a bid to contain spread of novel #coronavirus disease COVID–19 which has claimed at least seven lives in India and infected more than 300 people - https://t.co/ZI29yHHkM1,Mar 23 2020 
The government has decided to build public quarantine facilities with a capacity to accommodate at least 5000 individuals in Kathmandu valley - https://t.co/eGn96pHAsl,Mar 23 2020 
Spain‘s death toll from coronavirus soared to 1720 on Sunday from 1326 the day before according to latest data from the Health Ministry - https://t.co/X1F8Dt9VQl,Mar 23 2020 
THT Horoscope - Monday - https://t.co/AFiJLPwFYT https://t.co/2ndIOcfjo2,Mar 23 2020 
Prior to govt's decision to closedown all border points Kanchanpur District Administration Office had decided to shut down Gaddachauki border point from Tuesday for an indefinite period as a precautionary measure to combat the spread of COVID-19- https://t.co/aERjDj6pcp,Mar 22 2020 
NHRC urges govt to ensure effective testing of COVID-19 - https://t.co/cp99XVQg53,Mar 22 2020 
VIDEO: Cabinet takes sweeping decisions to curb COVID-19 spread - https://t.co/BA1czNh1Jf,Mar 22 2020 
Police are yet to ascertain the identities of the deceased persons. - https://t.co/99gNTuUOLd,Mar 22 2020 
Nepal to shut border crossings along India China from Monday 10 am - https://t.co/Ax1Ycbl2SS,Mar 22 2020 
Correction: PM Oli*,Mar 22 2020 
Home Minister Thapa Indian envoy Kwatra meet - https://t.co/Ut0RV8ggMM,Mar 22 2020 
Scholarship-Medics to be mobilised in country’s COVID-19 prevention drive - https://t.co/B2SM7c86So,Mar 22 2020 
