Tweet,Date
Correction: This article has been updated to correct some factual errors. The flight was chartered by German government. An earlier version said "Flight chartered by French government flies out 300 tourists from Kathmandu". https://t.co/X7vJl5zwbp,Mar 27 2020 
The government suspended non-essential services and imposed a nationwide lockdown to protect people from the Covid-19 pandemic but the measures also benefit wild animals conservationists say. https://t.co/6iCgkpDR0u — by @CK_Mandal,Mar 27 2020 
Bara is inadequately prepared to handle outbreak health officials say. Elected representatives claim they have fully-equipped health desks and isolation wards which is not true. https://t.co/g97pJiYMqi — by Laxmi Sah,Mar 27 2020 
Easy to make work-from-home lunch recipes Five lunch ideas for when you’re not sure what to make but still want something more substantial. https://t.co/Mu9a1eWA5B — by @samikshabaral62 #Weekender #Unwindinstyle,Mar 27 2020 
Flight chartered by French government flies out 300 tourists from Kathmandu Two more flights on Saturday one each chartered by the governments of France and Germany will be evacuating more tourists who are currently stranded in Nepal. https://t.co/X7vJl5zwbp — by @sangamprasai,Mar 27 2020 
Provincial and local governments must track isolate and test recent overseas returnees experts say https://t.co/zJITDUnQmR — by @anilkathmandu,Mar 27 2020 
Bake-free lime slice: This is a simple and easy treat to whip up without an oven or too many ingredients—plus you can customise it as you wish. https://t.co/GWailrACQW — by @ThomasHeaton__,Mar 27 2020 
The government has decided to cut the electricity tariff by 20 percent for those households whose power consumption is up to 150 units a month. https://t.co/XDPsvqMXeu — by @tikapradhan,Mar 27 2020 
The Kuwait government has decided to allow migrant workers including hundreds of Nepalis on leave to file their visa renewal applications online amid the global coronavirus pandemic. https://t.co/R7NskS2GXN — by @CK_Mandal,Mar 27 2020 
OPINION: The coronavirus outbreak has laid bare the incapacity of the leaders to make their population feel secure. https://t.co/Dw5a7BRZGL — by Amod Pyakurel,Mar 27 2020 
Oli admitted to hospital after increased heart rate The prime minister's health condition is normal now and he will be discharged later today his aides and doctors say. https://t.co/VyXlO9BAoS — by @arjunpoudeltkp,Mar 27 2020 
The Ministry of Home Affairs has directed businesses to deliver daily essentials to the people during the lockdown. https://t.co/6KseKue89L,Mar 27 2020 
Those on the frontlines: Medics should be kept informed and issued protective gear. https://t.co/68kyR6vt0O — Read today's editorial,Mar 27 2020 
Lockdown helps control rapid spread of the virus but it also lessens chances of more tests Fear and halt in transportations services massively reduce the number of people visiting hospitals. https://t.co/IS2SRd6PKU — by @arjunpoudeltkp,Mar 27 2020 
Half a dozen countries seek permission to evacuate their citizens from Nepal as many tourists are having difficulties finding food and supplies during the lockdown. https://t.co/uENltRSR7l — by @sangamprasai,Mar 27 2020 
Special note from the publisher In light of the Covid-19 pandemic Kantipur Media Group has decided to suspend publication and distribution of The Kathmandu Post Kantipur Nepal Nari and Saptahik for a few days beginning Saturday. https://t.co/NF00IcMYaP,Mar 27 2020 
Contact tracing of all who got close with Covid-19 patients continues but time is fast running out Authorities have traced just 11 of the more than 30 people the third Covid-19 patient came into contact with but none has been tested. https://t.co/wevUYQchSm — by @arjunpoudeltkp,Mar 27 2020 
Companies tell employees to work from home as virus fears take hold https://t.co/Ezcyx4iZ5m — by @journoprithvi,Mar 27 2020 
OPINION: The coronavirus has forced us to confront some hard questions puncturing many long-held beliefs and values. https://t.co/OjTomZWmwD — by @khardobad,Mar 26 2020 
OPINION: Nepalis are complacent and that can create major problems as more test positive for the novel coronavirus. https://t.co/riYIrEnJlQ — by @ShresthaSubina,Mar 26 2020 
Gandaki provincial government sets up isolation wards and quarantine facilities in preparation for the Covid-19 pandemic https://t.co/zAzlk6bUMU,Mar 26 2020 
EDITORIAL: Essentials may run out the government needs to ensure supply In the long run Nepal must prioritise growing more food domestically. https://t.co/3Kyxos1rAz,Mar 26 2020 
About 300 foreigners have been stranded along various trekking routes ever since the government imposed a nationwide lockdown to control the possible spread of Covid-19 on Tuesday. https://t.co/4Tjk6HXSVt — by @sangamprasai,Mar 26 2020 
Most worker households are likely to have enough supplies and savings for a week but if the lockdown is to continue they will need government’s help activists say. https://t.co/Fsd1CT6yX8 — by @AnupOjha7,Mar 26 2020 
Unverified information shared on social media puts a foreign returnee in a fix https://t.co/ATETJBQ7vO — by Dilliram Khatiwada,Mar 26 2020 
Despite lockdown people in Gandaki go about their daily lives Farmers are still in the fields preparing for the paddy plantation season. https://t.co/GAbTPBKs0n — by Agandhar Tiwari,Mar 26 2020 
Thirty-three people from Province 2 who were on the same flight as the second person in the country to test positive for Covid-19 have tested negative for the disease. https://t.co/vi9hUV7qQ9 — by Ajit Tiwari and Abdesh Kumar Jha,Mar 26 2020 
⚡️ “Stories you should not miss today” https://t.co/V9JWPmPGsT,Mar 26 2020 
Nepalis in Qatar live in overcrowded and squalid conditions even during pandemic https://t.co/C63w7ihABO — by @CK_Mandal,Mar 26 2020 
The District Police Office in Parsa seized a container and arrested the driver on Wednesday for ferrying 52 passengers from Kathmandu to Birgunj. https://t.co/Hje8KrMETW — by Shankar Acharya,Mar 26 2020 
With the country under lockdown a blood crisis looms Numerous blood drives had already been cancelled due to Covid-19 fears but the lockdown has meant that all blood donations have stopped. https://t.co/Yu65XlQwXE — by @elishashr,Mar 26 2020 
Companies tell employees to work from home as virus fears take hold Many factories close down after sending their workers home with paid leave. https://t.co/Ezcyx4iZ5m — by @journoprithvi,Mar 26 2020 
How to take care of your mental health during Coronavirus Human beings are social animals that thrive in social settings and staying in quarantine can be strenuous for our mental health. https://t.co/ABWnJMWLpX — by @ankitkhadgi,Mar 26 2020 
Health workers and ambulance drivers are at high risk of Covid-19 since they don’t have personal protective equipment. https://t.co/FSUitStgjC — by Deo Narayan Sah,Mar 26 2020 
Police begin cracking down on people defying lockdown Wednesday saw police enforcing the restriction more seriously than on Tuesday with arrests and vehicle confiscations. https://t.co/yNO3y3P9TG — by @journo_shuvam,Mar 26 2020 
Here comes some good news for the parents worried about the study of their children confined to homes amid the lockdown triggered by the threat of Covid-19 outbreak. https://t.co/XgbLP3aNEW — by @binodjourno,Mar 26 2020 
About 300 foreigners have been stranded along various trekking routes ever since the government imposed a nationwide lockdown to control the possible spread of Covid-19 on Tuesday. https://t.co/4Tjk6HXSVt — by @sangamprasai,Mar 26 2020 
In the wake of the Covid-19 outbreak Qatar imposed a harsh lockdown on camps where migrant workers live in close quarters with inadequate amenities. https://t.co/C63w7ihABO — by @CK_Mandal,Mar 26 2020 
Editorial: Essentials may run out the government needs to ensure supply In the long run Nepal must prioritise growing more food domestically. https://t.co/3Kyxosj2s7,Mar 26 2020 
Opinion: A good time to think The coronavirus has forced us to confront some hard questions puncturing many long-held beliefs and values. https://t.co/OjTomZWmwD — by Pramod Mishra,Mar 26 2020 
Most worker households are likely to have enough supplies and savings for a week but if the lockdown is to continue they will need government’s help activists say. https://t.co/Fsd1CToalI — by @AnupOjha7,Mar 26 2020 
With the country under lockdown a blood crisis looms Numerous blood drives had already been cancelled due to Covid-19 fears but the lockdown has meant that all blood donations have stopped. https://t.co/Yu65XlQwXE — by @elishashr,Mar 26 2020 
Birgunj juvenile reform home turn away parents who had come to take their children home amid Covid-19 scare Birgunj prison is preparing to release elderly inmates to stem coronavirus risk. https://t.co/VgCMgGbBeC — by Shankar Acharya,Mar 26 2020 
The Gandaki provincial government has shut down all overland border crossings with India and China to stem the possible spread of novel coronavirus. https://t.co/Hg43g1Oudq — by Pratikshya Kafle,Mar 25 2020 
The local administration has decided to allow at least 1000 Nepalis who were stranded in Gauriphanta border crossing in Kailali since Monday evening to enter the country. https://t.co/5bmkiHrxEA — by Mohan Budhaair,Mar 25 2020 
Despite border closure people continued to cross Mahakali river to enter India Nepali authorities however expressed ignorance about such movements of people. https://t.co/PA3BJ0Kmvr — by DR Panta,Mar 25 2020 
Universities and schools have announced their willingness to allow authorities to use their rooms for quarantine facilities in view of a possible outbreak of Covid-19. https://t.co/UzzM7bm00h — by @binodjourno,Mar 25 2020 
The District Police Office in Parsa seized a container and arrested the driver on Wednesday for ferrying 52 passengers from Kathmandu to Birgunj. https://t.co/Hje8Krv42o — by Shankar Acharya,Mar 25 2020 
OPINION: Nepalis are complacent and that can create major problems as more test positive for the novel coronavirus. https://t.co/Fgl8TtHBLr — by @ShresthaSubina,Mar 25 2020 
In view of the large number of Nepalis stranded on the border with India following the nationwide lockdown the government decided to allow citizens to return home only on Tuesday. https://t.co/sOLQi1ujQD — by @tikapradhan,Mar 25 2020 
The Gandaki provincial government has stepped up its effort to set up isolation wards and quarantine facilities in several districts. https://t.co/zAzlk5Ujok,Mar 25 2020 
⚡️ “Stories you should not miss today” https://t.co/9xRcu4sFFR,Mar 25 2020 
With the lockdown supposed to last a week until March 31 there are concerns among the public regarding the supply of daily essentials like water milk eggs grains vegetables and fruits. https://t.co/3KP4AHPapA — by @journoprithvi,Mar 25 2020 
Empty streets and palpable fear as Nepal goes into lockdown Apart from occasional activity in the mornings and evenings Kathmandu Valley streets remained empty throughout the day as the country went into isolation. https://t.co/0ILIE1XLvT — by @AnupOjha7,Mar 25 2020 
The man had just returned from the Middle East and had been living in a hotel without taking any self-quarantine measures https://t.co/p2idF1HrfZ — by @arjunpoudeltkp,Mar 25 2020 
Rautes in Birendranagar unaware of pandemic The nomad community doesn’t know the world is in the midst of a pandemic as authorities have not yet organised awareness programmes. https://t.co/fsnUah4RWc — by Jyoti Katuwal,Mar 25 2020 
The Gandaki provincial government has shut down all overland border crossings with India and China to stem the possible spread of novel coronavirus. https://t.co/NdZoyiqrTR — by Pratikshya Kafle,Mar 25 2020 
Birgunj juvenile reform home turn away parents who had come to take their children home amid Covid-19 scare Birgunj prison is preparing to release elderly inmates to stem coronavirus risk. https://t.co/8dFNBWUMQI — by Shankar Acharya,Mar 25 2020 
Panic buying forces Bajhang Salt Trading depot to stop the sale of salt https://t.co/XMkW2r4ULA — by @bajhangimitra,Mar 25 2020 
OPINION: Officials at the CIAA need to understand that history may judge them for protecting corrupt leaders. https://t.co/FoWuj1tut2 — by Dinesh Pant,Mar 25 2020 
Public health laboratory confirms third Covid-19 case The laboratory confirmed the presence of the coronavirus in a 31-year-old man who had just returned from the Middle East. https://t.co/p2idF1HrfZ — by @arjunpoudeltkp,Mar 25 2020 
Perfect for leftover rice: Comforting congee This is a time when we should not only be making sure we’re looking after ourselves and others but a time when we should be resourceful in the kitchen. https://t.co/JT9lI5mKfL,Mar 25 2020 
Kantipur Media Group on Tuesday said it has been forced to halt its Kantipur Covid-19 Prevention Fund following a government decision to channel all funds through the state's own mechanism. https://t.co/3SVbjfWFf6,Mar 25 2020 
Thousands of security personnel were deployed across the country on Tuesday to enforce the first day of government-announced week-long lockdown to prevent the spread of Covid-19. https://t.co/hIeUNdtOE3 — by @journo_shuvam,Mar 25 2020 
Keep the kids entertained as the country goes on lockdown With everyone home quarantined there are fewer activities you can do with your children. But that doesn’t mean you can’t have a good time. https://t.co/9QzqNdL80w,Mar 25 2020 
OPINION: China remains the most coveted destination for the illegal wildlife market. This must change. https://t.co/8ww11GfCjL — by Mahendra P Lama,Mar 25 2020 
The local administration has decided to allow at least 1000 Nepalis who were stranded in Gauriphanta border crossing in Kailali since Monday evening to enter the country. https://t.co/8006ilqfeT — by Mohan Budhaair,Mar 25 2020 
Despite border closure people continued to cross Mahakali river to enter India Nepali authorities however expressed ignorance about such movements of people. https://t.co/ruQVl3Gk53 — by DR Panta,Mar 25 2020 
Universities and schools have announced their willingness to allow authorities to use their rooms for quarantine facilities in view of a possible outbreak of Covid-19. https://t.co/n2jsm5xHEY — by @binodjourno,Mar 25 2020 
In view of the large number of Nepalis stranded on the border with India following the nationwide lockdown the government decided to allow citizens to return home only on Tuesday. https://t.co/CLGp6VX70M — by @tikapradhan,Mar 25 2020 
Districts across the country report mixed results on the first day of national lockdown https://t.co/ZnTUJGEtSG — by Ghanashyam Gautam & Thakur Singh Tharu,Mar 25 2020 
EDITORIAL: Spreading misinformation is almost as harmful as spreading the virus. https://t.co/Z7rWzz3Ztq,Mar 25 2020 
With the lockdown supposed to last a week until March 31 there are concerns among the public regarding the supply of daily essentials like water milk eggs grains vegetables and fruits. https://t.co/0WRtuHGTos — by @journoprithvi,Mar 25 2020 
Empty streets and palpable fear as Nepal goes into lockdown Apart from occasional activity in the mornings and evenings Kathmandu Valley streets remained empty throughout the day as the country went into isolation. https://t.co/wVJqC8u8ma — by @AnupOjha7,Mar 25 2020 
Butcher's shops in the valley take a break as supply and sales fall https://t.co/19GOQd97i2 — by @PrasainKrishana,Mar 25 2020 
Border authorities on either side have banned pedestrians and vehicles including two-wheelers and e-rickshaws from crossing the border https://t.co/YHFIIf6zSK — by @BhusanBirganj,Mar 24 2020 
Most of the returnees claimed of having no information about the restriction imposed on crossing into Nepal since most of them had travelled a long distance to reach various border points https://t.co/BU6ytE2WmR — by @parwatportel2,Mar 24 2020 
While in a majority of districts the situation remained normal with public complying with the order in others the police had to make arrests confiscate vehicles and even resort to imposing a curfew. https://t.co/ZnTUJGmSu6 — by Ghanashyam Gautam & Thakur Singh Tharu,Mar 24 2020 
State can help people and businesses hit by Covid-19 as long as it manages to contain the infection economic experts say https://t.co/XSqSLgQpSd — by @journoprithvi,Mar 24 2020 
⚡️ “Stories you should not miss today” https://t.co/clsvrHSg3H,Mar 24 2020 
UPDATE: 170 Nepalis stranded in Panitanki border crossing allowed to enter Nepal https://t.co/k9EBJPcz0H — by @parwatportel2,Mar 24 2020 
As Nepal has closed itself off to all incomers including its own citizens even Nepalis migrants who have visas expiring are unable to come back home https://t.co/wafkM4iFLc — by @CK_Mandal,Mar 24 2020 
UPDATE: Nepalis stranded in Gauriphanta border crossing allowed to enter Nepal The returnees will be kept in quarantine facilities for 14 days in their respective districts say authorities. https://t.co/8006ilqfeT — by Mohan Budhaair,Mar 24 2020 
Government has banned gatherings of over 25 people but its own agencies and House panel are ignoring the fiat https://t.co/BGBLlwucDj — by @binodjourno,Mar 24 2020 
The entire country went on a lockdown for a week starting 6am on Tuesday amid concerns over the spread of Covid-19 https://t.co/DvLmutCAMj — by @tikapradhan,Mar 24 2020 
Lockdown leaves many incoming Nepalis in a fix at various border points https://t.co/UCQ9LGr2pA — by @parwatportel2,Mar 24 2020 
Returnees said authorities kept them at a mismanaged overcrowded and poorly-equipped facility and demanded that they be allowed to leave. Some of the people climbed the fence and left. The rest followed. https://t.co/zmqRLXJfdi — by @shahi_madhu,Mar 24 2020 
Many Nepalis returning home from India who have been stranded in Gauriphanta border crossing in Kailali district since Monday evening are currently protesting against the authorities for leaving them in a lurch. https://t.co/8006ilqfeT — by Arjun Shah,Mar 24 2020 
Tap into these apps to optimise remote working While more popular systems by Facebook and Skype might be go-to tools for many now is the perfect time to experiment with other collaborative platforms. https://t.co/77v3kKvzHV — by @prajeshsjbrana,Mar 24 2020 
The mantras of making working from home possible If you are looking for ways to boost your performance and tackle distraction while working remotely here are some tips. https://t.co/K9BOlzNsbk — by Monica Khanal,Mar 24 2020 
Butcher's shops in the valley take a break as supply and sales fall Goat and buffalo imports from India have dropped and there are few domestic suppliers traders said. https://t.co/19GOQd97i2 — by @PrasainKrishana,Mar 24 2020 
Province 2 authorities have increased vigilance along the Nepal-India border after a person died of Covid-19 in the neighbouring Indian state of Bihar on Sunday. https://t.co/YHFIIf6zSK — by Bhusan Yadav,Mar 24 2020 
The first day of lockdown in photos On the first day of weeklong nationwide lockdown marketplaces and roads wore a deserted look. https://t.co/rpj8HvIAzU https://t.co/wRxUsFu6l5,Mar 24 2020 
Following Cabinet’s decision to close borders hundreds of Nepalis faced a long day on Monday at the borders https://t.co/BU6ytE2WmR — by Parbat Portel,Mar 24 2020 
Government has banned gatherings of over 25 people but its own agencies and House panel are ignoring the fiat Hearing committee endorses envoy for China amid a crowd health minister holds a presser. https://t.co/BGBLlwucDj — by Binod Ghimire,Mar 24 2020 
Opinion: Women and the media While newsrooms have come a long way they must do more to become truly inclusive. https://t.co/itbJWN6NBi — by Narayan P Ghimire,Mar 24 2020 
Editorial: No time to lose The government must immediately involve the private sector. https://t.co/UTVY6qkiqM,Mar 24 2020 
Opinion: Get the small things right During such trying times citizens need to trust the government. Portraying professionalism would help. https://t.co/jkbqrSOx07 — by @sujeevshakya,Mar 24 2020 
State can help people and businesses hit by Covid-19 as long as it manages to contain the infection economic experts say Tourism industry is the only sector that needs the government’s support so far. https://t.co/XSqSLgyOtD — by Prithvi Man Shrestha,Mar 24 2020 
Over 400 Nepalis on their way home stranded in New Delhi Most of them work at hotels restaurants and supermarkets in Bangalore Shimla and Chandigarh. https://t.co/HzCNJof6aK — by Suresh Raj Neupane,Mar 24 2020 
For Nepali migrant workers abroad no hearth and no home As Nepal has closed itself off to all incomers including its own citizens even Nepalis migrants who have visas expiring are unable to come back home. https://t.co/wafkM4iFLc — by @CK_Mandal,Mar 24 2020 
Farmers leave fields fallow after not getting subsidised fertiliser https://t.co/XPYOKxKTMI — by Shankar Acharya,Mar 24 2020 
Ministry of Health and Population through the Ministry of Foreign Affairs has sought a large number of protective gear and medical equipment with India and China to combat Covid-19 https://t.co/AWfWw4aklw — by @anilkathmandu,Mar 23 2020 
A large number of Nepalis already reeling from the Covid-19 outbreak are being asked to go out and work against their will https://t.co/NM6a5OaLua — by @CK_Mandal,Mar 23 2020 
With the Covid-19 outbreak shuttering businesses Nepali students in foreign lands who work part-time to fund their studies are worried about paying their bills https://t.co/EZCDgVKbDw — by @elishashr,Mar 23 2020 
Nepal goes under lockdown for a week starting 6am Tuesday https://t.co/DvLmutUbDR — by @tikapradhan,Mar 23 2020 
“Mobility of people except for emergencies will be halted.” https://t.co/eR0oBmOzFj,Mar 23 2020 
The nationwide lockdown will be effective until March 31 Tuesday.,Mar 23 2020 
BREAKING: Nepal will enforce a nationwide lockdown from 6 AM on Tuesday March 24. Details soon.,Mar 23 2020 
⚡️ “Stories you should not miss today” https://t.co/1u8LCjMgsJ,Mar 23 2020 
Test test test says WHO but Nepal has neither the means nor the matter https://t.co/3SKUj40sPt — by @arjunpoudeltkp,Mar 23 2020 
Capital city wears a deserted look amid Covid-19 concerns https://t.co/49iya9cs13,Mar 23 2020 
Responsibility and accountability during a pandemic All stakeholders including medical workers the government and the general public must do their part. Read today's editorial https://t.co/1DB5Vu6SaH,Mar 23 2020 
There’s a plethora of stuff to watch online but so much of it is tedious and dim. Watch these shows to learn something about people you might not know much about. https://t.co/MyPvchFdsq — by @ankitkhadgi,Mar 23 2020 
Small and medium enterprises feel the pinch as the economy flounders https://t.co/gAWLSYJhAX — by @PrasainKrishana,Mar 23 2020 
ICYMI: The Covid-19 outbreak so far and how Nepal can prepare for the worst https://t.co/o1Z3PeUl6F,Mar 23 2020 
The Embassy of Nepal has urged all Nepali citizens in India to adhere to and respect the advisories issued by the governments of Nepal and India so as to protect themselves from the Covid-19 pandemic. https://t.co/oZ8Z5WQHXQ,Mar 23 2020 
Farmers leave fields fallow after not getting subsidised fertiliser The Agriculture Knowledge Centre could not purchase farm inputs for lack of working procedure officials said. https://t.co/XPYOKxKTMI — by Shankar Acharya,Mar 23 2020 
A 19-year-old Nepali student who returned to Nepal from France via Qatar on March 17 has tested positive for Covid-19. https://t.co/g8yn78HNJH,Mar 23 2020 
The death toll from an outbreak of coronavirus in Italy has risen by 651 to 5476 officials said on Sunday. https://t.co/vRYw61huhR,Mar 23 2020 
